"bpid","mlbid","Name","Age","Team","G","PA","Pitches","FRAA","CDA","FrmCH","CSAA","+/-","FrmR","+/-","BlkCh","EPAA","+/-","BlkR","+/-","TrCH","TRAA","+/-","SrCH","SRAA","+/-","ThrR","+/-"
"106820","660688","Keibert Ruiz",22,"WSH",23,807,3283,"0.7","0.5",1358,"0.005",".011","1.0","2.1",1020,"0",".004","0.1","1.0",753,"-0.001","0.007",8,"0","0.203","-0.5","0"
"100659","621532","Anthony Bemboom",31,"LAA",7,251,1045,,"0.4",464,"0.006",".017","0.4","1.1",296,"0",".007","0","0.5",198,"0.001","0.014",4,"0.009","0.275","0","0.7"
"107161","664874","Seby Zavala",27,"CWS",33,1096,4374,"0","0.4",1704,"0.003",".010","0.7","2.5",1303,"0.001",".004","-0.3","1.2",991,"0","0.007",20,"-0.004","0.125","0","0"
"107938","668721","Payton Henry",24,"MIA",5,173,685,"0.3","0.3",268,"0.008",".022","0.3","0.8",219,"-0.001",".007","0","0.4",169,"-0.001","0.013",1,"0.012","0.637","0","0.4"
"106161","664731","P.J. Higgins",28,"CHC",6,179,685,,"0.3",307,"0.007",".020","0.3","0.8",206,"0",".007","0","0.4",157,"0.001","0.015",1,"0.025","0.596","0","0.4"
"103625","644433","Chadwick Tromp",26,"SF",8,175,687,,"0.3",275,"0.007",".021","0.3","0.8",203,"0",".006","0","0.3",151,"0","0.016",4,"0.004","0.263","0","0.7"
"68982","595453","Chad Wallach",29,"MIA",19,668,2584,"-0.1","0.2",1106,"0.002",".011","0.3","1.7",781,"0",".004","0","0.7",533,"0.001","0.009",11,"-0.004","0.155","0","0.1"
"69944","607345","Kevan Smith",33,"ATL",31,987,3913,"0.1","0.2",1616,"0.003",".010","0.6","2.3",1210,"0.001",".004","-0.3","1.1",932,"-0.002","0.006",6,"-0.001","0.217","0","0"
"111216","672386","Alejandro Kirk",22,"TOR",44,1379,5495,"0.5","0.2",2236,"0",".009","0","2.9",1654,"0",".003","-0.2","1.1",1256,"0.001","0.006",22,"0.009","0.116","0.4","1.6"
"70302","543089","Taylor Davis",31,"PIT",2,81,338,,"0.2",142,"0.011",".034","0.2","0.7",114,"0",".010","0","0.3",86,"-0.001","0.014",1,"-0.039","0.498","0","0"
"60238","572863","Dustin Garneau",33,"DET",20,708,2748,,"0.2",1121,"0.001",".012","0.2","1.9",841,"0",".004","0","0.8",651,"0.001","0.008",11,"-0.009","0.180","0","0.1"
"31602","425772","Jeff Mathis",38,"ATL",3,120,453,,"0.1",191,"0.003",".027","0.1","0.7",172,"0",".007","0","0.3",125,"0","0.015",1,"0.014","0.657","0","0.4"
"65953","542963","Rob Brantly",31,"NYY",5,153,605,,"0.1",229,"0.003",".026","0.1","0.8",196,"0.001",".010","0","0.5",139,"0.002","0.016",4,"-0.001","0.254","0","0.1"
"104515","650968","Yohel Pozo",24,"TEX",2,84,322,,"0.1",134,"0.004",".033","0.1","0.6",92,"0",".012","0","0.3",64,"0","0.018",1,"-0.008","0.490","0","0"
"100036","571912","Luke Maile",30,"MIL",12,286,1125,,"0",481,"0",".018","0","1.2",304,"0",".006","0","0.5",199,"0.001","0.012",3,"0","0.307","0","0.6"
"111161","657136","Connor Wong",25,"BOS",5,133,499,"0.1","0",202,"0.001",".027","0","0.8",152,"0",".008","0","0.3",111,"0","0.017",1,"-0.044","0.623","0","0"
"107106","621493","Taylor Ward",27,"LAA",1,13,53,,"0",22,"0",".058","0","0.2",42,"0",".016","0","0.2",31,"0.001","0.031",1,"-0.003","0.475","0","0"
"105476","664119","Austin Allen",27,"OAK",2,70,255,,"0",103,"-0.001",".038","0","0.6",79,"0",".011","0","0.2",61,"0.001","0.033",2,"0.003","0.395","0","0.5"
"100223","602080","Erick Castillo",28,"CHC",4,85,342,,"0",141,"-0.011",".030","-0.2","0.6",80,"0",".010","0","0.2",65,"-0.001","0.030",1,"0.001","0.507","0.2","0.3"
"70317","543510","James McCann",31,"NYM",107,3483,13585,"-0.5","-0.1",5622,"0",".005","-0.2","4.1",4042,"0",".002","-0.2","1.7",2872,"0.001","0.004",39,"0.003","0.097","0.4","2.4"
"70307","543308","John Hicks",31,"TEX",8,214,841,"-0.4","-0.1",336,"-0.003",".021","-0.1","1.0",178,"0",".008","0","0.3",114,"0.002","0.013",2,"-0.004","0.370","0","0"
"58373","543432","Ryan Lavarnway",33,"CLE",8,304,1131,"-0.2","-0.2",432,"-0.002",".019","-0.1","1.1",334,"0",".006","0","0.5",244,"-0.001","0.010",1,"-0.011","0.501","0","0"
"101609","624419","Nick Ciuffo",26,"BAL",2,74,286,,"-0.2",114,"-0.010",".036","-0.2","0.6",59,"0.001",".016","0","0.2",47,"0","0.033",1,"-0.020","0.533","0","0"
"109542","669134","Luis Campusano",22,"SD",9,324,1331,,"-0.2",564,"-0.003",".018","-0.2","1.4",452,"0",".005","0","0.5",362,"0","0.008",3,"-0.005","0.268","0","0"
"108479","665861","Sebastian Rivero",22,"KC",17,474,1896,,"-0.2",776,"-0.002",".013","-0.2","1.5",588,"0",".006","0","0.9",431,"0","0.007",6,"-0.006","0.225","0","0.1"
"47910","446653","Jose Lobaton",36,"CHC",5,139,503,"-0.2","-0.3",228,"-0.010",".027","-0.3","0.9",171,"0",".008","0","0.3",120,"0.003","0.020",5,"0.014","0.243","0.1","0.8"
"57191","518960","Jonathan Lucroy",35,"ATL",6,211,819,,"-0.3",321,"-0.006",".022","-0.3","1.0",253,"0",".007","0","0.4",181,"0.001","0.014",2,"-0.003","0.409","0","0.1"
"33829","455139","Robinson Chirinos",37,"CHC",27,873,3394,"-1.0","-0.3",1454,"-0.001",".011","-0.2","2.3",1195,"0.001",".003","-0.1","1.0",839,"0.001","0.005",9,"0.003","0.180","0","1.0"
"66085","553902","Willians Astudillo",29,"MIN",10,178,727,,"-0.4",308,"-0.008",".019","-0.3","0.8",206,"0.001",".006","0","0.3",141,"0","0.012",1,"0.007","0.455","0","0.3"
"55951","506702","Sandy León",32,"MIA",60,1813,6933,"-0.4","-0.4",2931,"-0.001",".008","-0.5","3.4",2242,"0",".002","0.1","1.2",1653,"0.001","0.005",26,"-0.004","0.115","0","0.2"
"57520","519222","Austin Romine",32,"CHC",21,598,2341,,"-0.5",1059,"-0.004",".013","-0.5","1.9",778,"0",".004","0.1","0.7",548,"0","0.007",5,"-0.002","0.236","0","0"
"59467","547379","Roberto Pérez",32,"CLE",43,1542,6015,"0","-0.6",2387,"-0.001",".008","-0.4","2.7",1764,"-0.001",".003","0.2","1.2",1293,"-0.003","0.006",11,"0.011","0.168","-0.4","1.2"
"60834","543228","Yan Gomes",33,"OAK",92,3299,13068,"-0.6","-0.7",5611,"-0.001",".006","-0.8","4.6",4009,"0",".002","0.4","1.5",3004,"0.002","0.004",48,"-0.030","0.094","-0.3","0.4"
"100269","608422","José Godoy",26,"SEA",14,408,1562,"-0.9","-0.8",644,"-0.009",".015","-0.8","1.4",490,"0",".005","0","0.6",356,"0.001","0.010",5,"0.010","0.225","0","0.7"
"58831","488771","Jason Castro",34,"HOU",52,1490,5964,"-1.0","-0.8",2530,"-0.003",".009","-1.1","3.1",1960,"0",".003","-0.1","1.2",1505,"0.001","0.005",21,"0.013","0.123","0.4","1.6"
"120337","663743","Nick Fortes",24,"MIA",7,202,744,"-0.9","-0.9",324,"-0.018",".022","-0.8","1.0",284,"0.001",".007","-0.1","0.5",189,"0.003","0.011",4,"-0.004","0.269","0","0.1"
"71054","543592","Austin Nola",31,"SD",48,1673,6719,,"-1.0",2812,"-0.003",".008","-1.0","3.2",2056,"0",".003","-0.1","1.3",1498,"0.001","0.005",22,"0.005","0.121","0.1","1.7"
"108145","665561","Rafael Marchan",22,"PHI",17,525,2072,"-1.0","-1.1",879,"-0.010",".013","-1.3","1.6",735,"0",".004","0","0.7",516,"0.001","0.007",5,"-0.004","0.235","0.2","0.1"
"31391","425877","Yadier Molina",38,"STL",118,4272,16610,"-2.0","-1.1",7321,"-0.001",".005","-1.2","5.3",5277,"0",".002","0","2.1",3787,"-0.002","0.003",20,"-0.014","0.128","0.1","0"
"67016","592407","Bryan Holaday",33,"ARI",10,396,1503,,"-1.3",608,"-0.016",".016","-1.4","1.4",506,"0",".005","0","0.6",378,"0.001","0.009",6,"0.006","0.215","0","0.8"
"58899","488671","Alex Avila",34,"WSH",27,978,3754,,"-1.4",1598,"-0.007",".010","-1.6","2.2",1126,"-0.001",".003","0.2","0.9",830,"0.001","0.006",8,"-0.010","0.219","0","0.2"
"104814","656577","Alex Jackson",25,"MIA",43,1404,5362,"-1.7","-1.6",2093,"-0.003",".009","-0.8","2.5",1645,"0",".003","0.1","1.2",1136,"0","0.005",11,"-0.006","0.166","-1.0","0.2"
"102864","642336","Francisco Mejía",25,"TB",76,2408,9353,"-1.9","-1.8",3720,"-0.004",".007","-2.0","3.5",2731,"0",".002","0","1.5",2037,"-0.001","0.004",18,"-0.008","0.129","0.2","0"
"47155","460077","Drew Butera",37,"LAA",12,443,1755,"-2.0","-1.9",740,"-0.019",".015","-1.9","1.5",576,"0",".004","0","0.6",456,"-0.001","0.007",1,"0.006","0.500","0","0.3"
"102064","605170","Victor Caratini",27,"SD",101,3313,13377,"-2.0","-2.0",5843,"-0.003",".006","-2.3","4.7",4037,"0",".002","0.2","1.7",2965,"0.001","0.004",41,"0.001","0.091","0.1","2.4"
"103812","606988","Grayson Greiner",28,"DET",31,944,3665,"-2.3","-2.0",1539,"-0.009",".010","-1.9","2.2",1191,"0.001",".003","-0.2","1.0",905,"0.002","0.006",14,"0.005","0.143","0.1","1.3"
"41774","425784","René Rivera",37,"WSH",24,834,3435,"-2.7","-2.4",1504,"-0.011",".010","-2.4","2.2",1191,"0",".004","-0.1","1.0",912,"-0.001","0.007",15,"-0.004","0.155","0","0"
"49829","467092","Wilson Ramos",33,"CLE",34,1176,4635,"-2.2","-2.6",2064,"-0.008",".009","-2.3","2.6",1497,"0.001",".003","-0.4","1.2",1076,"0.001","0.005",14,"0.010","0.145","0.1","1.3"
"68087","596142","Gary Sánchez",28,"NYY",110,3718,14761,"-2.3","-2.6",5930,"-0.001",".006","-1.2","4.7",4525,"0.001",".002","-1.2","2.6",3267,"-0.002","0.004",40,"0.004","0.095","-0.2","2.4"
"108507","668670","Jake Rogers",26,"DET",37,1305,5067,"-2.5","-2.7",2160,"-0.007",".009","-2.2","2.7",1597,"0.001",".003","-0.2","1.3",1237,"-0.002","0.005",7,"-0.017","0.225","-0.3","0"
"102743","642082","Chance Sisco",26,"NYM",25,790,3041,"-2.5","-2.9",1299,"-0.016",".012","-2.9","2.1",978,"0",".004","0","0.9",749,"0","0.006",11,"-0.011","0.178","0","0.1"
"70477","605421","Michael Perez",28,"PIT",58,2160,8506,"-2.8","-3.4",3518,"-0.006",".007","-3.0","3.4",2713,"0",".002","0.1","1.3",2107,"-0.002","0.004",17,"-0.002","0.135","-0.5","0"
"109294","656180","Riley Adams",25,"WSH",34,1075,4210,"-3.5","-3.5",1729,"-0.015",".009","-3.5","2.3",1326,"0",".003","-0.1","1.1",974,"0.001","0.006",15,"0.005","0.151","0.1","1.4"
"105764","661388","William Contreras",23,"ATL",49,1746,6935,"-4.1","-3.9",2820,"-0.009",".008","-3.5","3.1",2060,"0.001",".003","-0.4","1.4",1505,"0.001","0.005",19,"-0.007","0.142","0","0.2"
"102110","620443","Luis Torrens",25,"SEA",35,1206,4805,"-4.3","-4.2",1950,"-0.016",".011","-4.3","2.9",1532,"0.001",".003","-0.2","1.0",1183,"0.002","0.005",19,"0.006","0.124","0.3","1.5"
"110995","662139","Daulton Varsho",24,"ARI",41,1417,5309,"-4.5","-4.3",2361,"-0.011",".008","-3.7","2.8",1600,"0",".003","-0.1","1.0",1151,"-0.001","0.005",14,"-0.011","0.158","-0.5","0"
"66719","575929","Willson Contreras",29,"CHC",116,4065,15657,"-3.9","-4.5",6841,"-0.006",".006","-5.7","5.4",4990,"-0.001",".002","0.6","2.1",3652,"0","0.003",42,"-0.003","0.091","0.5","0"
"108059","668800","Andrew Knizner",26,"STL",57,1733,6775,"-4.7","-4.8",2908,"-0.011",".008","-4.4","3.3",2134,"0",".003","-0.1","1.4",1617,"0","0.004",18,"0.005","0.133","-0.4","1.5"
"49076","435559","Kurt Suzuki",37,"LAA",69,2452,9696,"-5.6","-5.5",4234,"-0.009",".007","-5.3","4.0",3277,"0.001",".002","-0.6","1.6",2420,"0.001","0.004",33,"0.010","0.097","0.3","2.0"
"70516","606992","Eric Haase",28,"DET",66,2369,9170,"-6.5","-5.9",3859,"-0.011",".007","-6.1","3.8",2902,"0",".002","0","1.6",2185,"-0.001","0.004",21,"0.010","0.115","0.1","1.5"
"103280","642851","Austin Wynns",30,"BAL",44,1573,6110,"-6.2","-6.1",2676,"-0.016",".008","-6.1","3.0",1973,"0",".002","0","1.1",1561,"0.001","0.005",21,"-0.018","0.132","0","0.2"
"69314","600474","Pedro Severino",27,"BAL",109,3895,15382,"-10.1","-9.9",6585,"-0.008",".006","-7.5","5.3",4770,"0.002",".003","-2.4","3.1",3558,"-0.003","0.003",29,"-0.008","0.109","0","0"
"107646","641470","Zack Collins",26,"CWS",73,2127,8822,"-9.9","-10.3",3534,"-0.021",".007","-10.1","3.4",2776,"0.001",".003","-0.6","1.7",1981,"0.003","0.005",37,"0.001","0.090","0.4","2.1"
"57335","521692","Salvador Perez",31,"KC",124,4330,17285,"-13.3","-12.9",7418,"-0.012",".006","-12.2","5.8",5648,"0.001",".002","-1.1","3.1",4215,"-0.004","0.003",25,"-0.018","0.119","0.4","0"
"106973","596117","Garrett Stubbs",28,"HOU",14,316,1256,,,505,"-0.003",".017","-0.2","1.2",374,"0",".004","0","0.4",276,"0","0.009",,,,,
"102700","641924","Jacob Nottingham",26,"MIL",3,118,435,,,178,"-0.003",".028","-0.1","0.7",124,"0",".009","0","0.3",79,"0","0.014",,,,,
"112968","663698","Joey Bart",24,"SF",1,38,140,,,58,"-0.004",".043","0","0.4",46,"-0.001",".024","0","0.3",37,"-0.002","0.032",,,,,
"104025","645305","Ali Sánchez",24,"STL",2,41,139,,,51,"0",".052","0","0.4",51,"0",".016","0","0.2",35,"0","0.019",,,,,
"106626","665066","Tyler Payne",28,"CHC",1,13,41,,,19,"-0.002",".078","0","0.2",12,"0",".026","0","0.1",8,"0.002","0.083",,,,,
"69686","606213","Yermín Mercedes",28,"CWS",2,7,31,,,12,"0.007",".079","0","0.1",4,"0.003",".039","0","0",3,"-0.001","0.056",,,,,
"102701","641929","Joseph Odom",29,"TB",1,8,31,,,13,"-0.005",".099","0","0.2",10,"0.001",".027","0","0.1",9,"0.007","0.035",,,,,
"104888","656883","Jakson Reetz",25,"WSH",1,6,23,,,7,"-0.003",".128","0","0.1",4,"-0.003",".034","0","0",,,,,,,,
"110140","667674","Jack Kruger",26,"LAA",1,4,20,,,10,"0.007",".058","0","0.1",2,"0.001",".050","0","0",1,"0","0.090",,,,,
"103746","656494","Taylor Gushue",27,"CHC",1,4,17,,,5,"0.009",".244","0","0.2",2,"-0.010",".192","0","0.1",1,"0","0",,,,,
