"bpid","mlbid","Name","Age","Team","G","PA","Pitches","FRAA","CDA","FrmCH","CSAA","+/-","FrmR","+/-","BlkCh","EPAA","+/-","BlkR","+/-","TrCH","TRAA","+/-","SrCH","SRAA","+/-","ThrR","+/-"
"32395","434633","John Baker",29,"MIA",21,752,2875,"0.7","1.3",1236,"0.005",".014","0.9","2.4",829,"0",".003","0.1","0",367,"0.002","0.013",22,"0.006","0.126","0.2","0.2"
"46817","453525","J.R. Towles",26,"HOU",15,509,1916,"1.1","1.2",874,"0.009",".015","1.0","1.9",589,"-0.001",".004","0.2","0",283,"0","0.012",10,"0.004","0.178","0","0.1"
"1351","123660","Jason Varitek",38,"BOS",39,1171,4621,"0.3","1.0",2146,"-0.001",".011","-0.4","3.2",1344,"-0.004",".002","1.4","0",522,"0.002","0.011",34,"0.004","0.102","0","0.2"
"31574","400154","Dane Sardinha",31,"PHI",12,350,1230,"1.2","0.9",561,"0.013",".019","1.0","1.5",320,"0.001",".004","-0.1","0",127,"0.001","0.018",4,"-0.011","0.265","0","0.1"
"47155","460077","Drew Butera",26,"MIN",47,1662,6197,"0.9","0.8",2930,"0.006",".009","2.3","3.7",1788,"0.002",".002","-1.0","0",775,"-0.001","0.008",23,"-0.008","0.123","-0.5","0"
"1077","408036","Josh Bard",32,"SEA",39,1288,4646,"-0.4","0.8",2199,"0.004",".011","1.1","3.3",1250,"0.002",".003","-0.5","0",504,"0","0.009",16,"-0.007","0.150","0.2","0.1"
"311","150224","Chad Moeller",35,"NYY",9,163,623,"0.8","0.7",284,"0.023",".027","0.9","1.1",170,"0.010",".010","-0.4","0",78,"0.001","0.027",5,"-0.003","0.253","0.2","0.1"
"45454","458643","Jose Morales",27,"MIN",11,198,746,"0.5","0.6",361,"0.003",".025","0.2","1.2",240,"-0.007",".006","0.4","0",97,"0","0.019",4,"-0.007","0.304","0","0.1"
"45844","465041","Francisco Cervelli",24,"NYY",90,3073,11784,"1.6","0.5",5568,"0.004",".008","3.3","6.4",3428,"0.002",".002","-2.0","0",1468,"0.001","0.006",52,"0.009","0.084","-0.7","0.3"
"46457","435081","Mike Nickeas",27,"NYM",4,109,420,"0.5","0.5",193,"0.023",".031","0.6","0.8",130,"0.003",".008","-0.1","0",71,"0","0.020",3,"0.012","0.331","0","0"
"33538","450192","Luke Carlin",29,"CLE",6,157,575,"0.5","0.4",266,"-0.002",".029","-0.1","1.1",192,"-0.010",".006","0.5","0",74,"-0.001","0.032",3,"0.011","0.351","0","0"
"936","150421","Ramon Hernandez",34,"CIN",91,3245,12741,"4.0","0.4",6002,"-0.001",".008","-0.6","6.6",4048,"-0.001",".002","1.1","0",1817,"-0.002","0.005",33,"-0.009","0.108","-0.2","0"
"49755","474233","Hank Conger",22,"LAA",10,314,1209,"0.2","0.3",584,"0.001",".020","0.1","1.7",309,"-0.003",".005","0.2","0",114,"-0.001","0.027",7,"0.002","0.220","0","0"
"46714","457454","Jarrod Saltalamacchia",25,"BOS",7,223,854,"0.3","0.3",360,"-0.001",".025","0","1.2",210,"-0.006",".006","0.3","0",94,"0.001","0.023",4,"0.007","0.273","0","0.1"
"46822","460003","Taylor Teagarden",26,"TEX",28,885,3417,"0.1","0.2",1680,"0.005",".011","1.2","2.7",1055,"0.004",".003","-1.0","0",444,"-0.001","0.010",12,"0.008","0.162","0","0.1"
"43167","425833","Max St. Pierre",30,"DET",4,66,239,"0.1","0.1",114,"0.003",".040","0","0.6",42,"-0.005",".012","0","0",20,"-0.004","0.038",,,,"0","0"
"32953","400268","J.C. Boscan",30,"ATL",1,4,20,"0","0",8,"0.004",".103","0","0.1",10,"-0.002",".021","0","0",5,"0","0.031",,,,"0","0"
"16823","406550","Jamie Burke",38,"WSH",1,7,26,"0","0",13,"-0.006",".103","0","0.2",10,"-0.008",".054","0","0",2,"0.002","0.185",,,,"0","0"
"56455","518799","Steven Hill",25,"STL",1,15,43,"0","0",16,"0.001",".126","0","0.3",13,"-0.002",".022","0","0",7,"-0.001","0.029",,,,"0","0"
"46786","458036","Nick Stavinoha",28,"STL",1,2,8,"-1.2","0",3,"0.007",".067","0","0",1,"-0.002",".077","0","0",,,,,,,"0","0"
"43258","455755","Chris Stewart",28,"SD",1,4,22,"0","0",8,"0",".076","0","0.1",3,"-0.002",".036","0","0",2,"-0.001","0.042",,,,"0","0"
"35176","449145","Brian Esposito",31,"HOU",2,14,41,"0","0",18,"-0.007",".051","0","0.1",11,"-0.002",".023","0","0",5,"0","0.075",,,,"0","0"
"56756","520209","Konrad Schmidt",25,"ARI",2,74,286,"0","0",153,"0.005",".036","0.1","0.8",83,"0.006",".011","-0.1","0",17,"0.001","0.029",,,,"0","0"
"52532","452095","Tyler Flowers",24,"CWS",7,136,519,"-0.1","0",224,"0.007",".027","0.2","0.9",126,"0.008",".009","-0.3","0",39,"0.001","0.035",3,"0.002","0.329","0","0.1"
"56185","518626","Josh Donaldson",24,"OAK",7,203,769,"-0.1","0",339,"-0.003",".023","-0.1","1.1",231,"-0.001",".006","0.1","0",112,"0","0.019",5,"0","0.256","0","0.1"
"50255","502374","Michael McKenry",25,"COL",2,46,164,"-0.1","-0.1",77,"-0.006",".036","-0.1","0.4",59,"0.005",".017","-0.1","0",10,"0","0.018",,,,"0","0"
"52678","450317","J.P. Arencibia",24,"TOR",8,267,1050,"-0.2","-0.2",536,"-0.001",".020","-0.1","1.5",306,"0.001",".005","-0.1","0",126,"0","0.016",4,"-0.015","0.295","0","0.1"
"51061","501822","Chris Hatcher",25,"MIA",4,111,440,"-0.1","-0.2",207,"-0.009",".028","-0.3","0.8",144,"-0.001",".009","0","0",43,"-0.001","0.036",1,"0.004","0.653","0","0"
"1048","150137","Paul Hoover",34,"PHI",9,268,1037,"-0.2","-0.2",496,"-0.002",".018","-0.2","1.3",286,"0.001",".006","-0.1","0",123,"0","0.015",1,"-0.008",,"0","0"
"41401","279827","Humberto Quintero",30,"HOU",87,2801,10675,"1.0","-0.3",5014,"-0.005",".007","-3.6","5.3",3204,"-0.002",".002","1.7","0",1393,"0","0.006",42,"-0.024","0.096","1.6","0"
"46972","457762","Bryan Anderson",23,"STL",8,257,947,"-0.4","-0.3",443,"-0.004",".019","-0.2","1.2",326,"0",".006","0","0",142,"0","0.014",3,"-0.007","0.324","0","0"
"39795","435238","Gustavo Molina",28,"BOS",4,81,296,"-0.2","-0.3",139,"0.002",".035","0","0.7",98,"0.014",".009","-0.4","0",41,"-0.001","0.035",1,"-0.025","0.543","0","0"
"46275","455113","Donny Lucy",27,"CWS",7,190,737,"-0.4","-0.4",365,"-0.010",".022","-0.5","1.1",252,"-0.002",".006","0.2","0",91,"0.001","0.019",6,"-0.011","0.255","0","0.1"
"31606","435063","Mike Napoli",28,"LAA",66,2329,9105,"-1.1","-0.4",4349,"-0.001",".008","-0.3","4.6",2745,"0",".002","-0.3","0",1206,"0.001","0.006",47,"0.005","0.087","0.2","0.3"
"1448","407576","Mike Rivera",33,"MIA",5,136,562,"-0.2","-0.4",264,"0.004",".027","0.2","1.0",210,"0.010",".007","-0.6","0",71,"0.002","0.028",3,"0.018","0.291","0","0.1"
"31759","408045","Joe Mauer",27,"MIN",112,3988,14732,"-2.1","-0.4",6731,"0.002",".007","1.4","6.4",4033,"0.001",".002","-1.4","0",1820,"-0.001","0.006",53,"-0.008","0.082","-0.5","0"
"31637","425565","Guillermo Quiroz",28,"SEA",2,81,299,"-0.5","-0.5",137,"-0.006",".033","-0.1","0.6",83,"0.017",".012","-0.3","0",26,"0.001","0.042",2,"-0.004","0.396","0","0"
"33250","452150","Ryan Budde",30,"LAA",6,121,488,"-0.6","-0.5",243,"-0.014",".028","-0.5","0.9",163,"0.002",".009","-0.1","0",52,"0.001","0.036",5,"-0.012","0.232","0","0.1"
"38871","430961","Carlos Maldonado",31,"WSH",4,116,429,"-0.6","-0.5",198,"-0.016",".031","-0.4","0.9",110,"0.004",".009","-0.1","0",50,"-0.001","0.023",2,"-0.013","0.429","0","0"
"41105","150207","Paul Phillips",33,"COL",10,232,877,"-0.7","-0.6",410,"-0.001",".023","-0.1","1.3",267,"0.008",".006","-0.5","0",125,"0","0.013",1,"-0.017","0.563","0","0"
"45467","445169","Landon Powell",28,"OAK",38,1116,4128,"-1.5","-0.7",1875,"-0.003",".011","-0.7","2.8",1049,"-0.002",".003","0.6","0",457,"0","0.009",20,"-0.013","0.135","-0.5","0.1"
"46150","455104","Chris Iannetta",27,"COL",52,1930,7355,"-0.3","-1.0",3367,"0",".010","0","4.6",2224,"0.002",".002","-1.4","0",985,"0.001","0.007",34,"0.015","0.098","0.4","0.2"
"31726","431159","Kelly Shoppach",30,"TB",56,1688,6390,"-2.2","-1.1",2878,"0",".010","-0.1","4.1",1761,"0.002",".002","-1.0","0",774,"0","0.007",26,"0.007","0.111","0","0.2"
"48304","431166","Matt Pagnozzi",27,"STL",15,440,1598,"-1.4","-1.3",805,"-0.007",".017","-0.8","1.9",491,"0.004",".005","-0.5","0",196,"0","0.016",8,"0.006","0.198","0","0.1"
"31976","425769","Eliezer Alfonzo",31,"SEA",12,402,1520,"-1.6","-1.3",690,"-0.017",".020","-1.6","1.9",444,"-0.003",".004","0.3","0",209,"0","0.015",2,"-0.033","0.416","0","0"
"47495","444844","Jake Fox",27,"BAL",19,543,2028,"-1.4","-1.5",924,"-0.011",".017","-1.4","2.2",564,"0.001",".004","-0.1","0",258,"0","0.013",7,"-0.008","0.228","0","0"
"33192","451259","Dusty Brown",28,"BOS",7,157,599,"-1.7","-1.6",262,"-0.019",".026","-0.7","1.0",178,"0.019",".008","-0.9","0",77,"0.001","0.029",5,"-0.004","0.255","0","0.1"
"46730","489365","Josh Thole",23,"NYM",61,1973,7564,"-0.2","-1.7",3499,"-0.002",".009","-1.0","4.4",2062,"0.001",".003","-0.7","0",940,"-0.001","0.006",19,"-0.005","0.136","0","0"
"40216","425900","Dioner Navarro",26,"TB",46,1349,5199,"-1.1","-1.7",2445,"-0.005",".010","-1.8","3.4",1478,"-0.001",".003","0.5","0",646,"-0.001","0.008",20,"-0.012","0.146","-0.5","0"
"45441","435459","George Kottaras",27,"MIL",61,2414,9325,"-2.7","-1.8",4358,"-0.006",".009","-3.7","5.2",3013,"-0.002",".002","1.8","0",1235,"0","0.006",41,"0.027","0.092","0","0.1"
"47966","452232","Jason Jaramillo",27,"PIT",31,1008,3765,"-2.0","-1.9",1793,"-0.010",".012","-2.5","3.0",1179,"-0.002",".003","0.6","0",504,"0","0.009",20,"-0.014","0.131","0","0.1"
"31446","425542","Koyie Hill",31,"CHC",72,2389,9238,"-1.0","-2.0",4317,"-0.005",".008","-3.2","5.1",2863,"-0.002",".002","1.2","0",1244,"-0.001","0.006",42,"0.011","0.094","0","0.1"
"787","150178","Jason LaRue",36,"STL",28,688,2563,"-2.2","-2.2",1216,"-0.013",".013","-2.3","2.3",834,"-0.001",".004","0.1","0",350,"0","0.011",4,"-0.006","0.345","0","0"
"52461","456078","Welington Castillo",23,"CHC",5,197,782,"-2.1","-2.2",399,"-0.028",".021","-1.6","1.2",262,"0.009",".005","-0.6","0",108,"0.001","0.021",4,"-0.009","0.287","0","0.1"
"48106","461315","Lucas May",25,"KC",10,346,1302,"-2.5","-2.4",605,"-0.016",".022","-1.3","1.8",392,"0.011",".005","-1.1","0",165,"-0.001","0.018",8,"0.006","0.187","0","0"
"47339","452238","Brad Davis",27,"MIA",32,1204,4659,"-1.5","-2.5",2247,"-0.009",".011","-2.8","3.5",1359,"-0.001",".003","0.3","0",631,"0","0.008",17,"0.008","0.141","0","0.2"
"525","133226","Mike Redmond",39,"CLE",22,710,2688,"-2.6","-2.6",1354,"-0.012",".014","-2.3","2.6",835,"0.001",".003","-0.3","0",378,"0.001","0.013",22,"0.009","0.114","0","0.2"
"31602","425772","Jeff Mathis",27,"LAA",67,2371,9087,"-1.5","-2.6",4264,"0",".008","0.2","4.7",2787,"0.005",".003","-3.2","0",1121,"0","0.007",32,"0.005","0.103","0.3","0.1"
"43901","276354","Matt Treanor",34,"TEX",81,2626,10366,"-4.0","-2.9",4928,"-0.005",".008","-3.7","5.8",2981,"-0.001",".002","0.6","0",1321,"0.001","0.006",46,"-0.005","0.090","0.2","0.3"
"47723","451109","Brett Hayes",26,"MIA",24,824,3145,"-2.7","-3.0",1482,"-0.013",".012","-2.7","2.6",998,"0.001",".003","-0.3","0",476,"0","0.011",15,"-0.004","0.155","0","0"
"280","150148","Rod Barajas",34,"LAD",96,3347,13066,"-3.3","-3.2",6075,"-0.005",".006","-4.6","5.3",3932,"-0.001",".002","1.4","0",1657,"-0.001","0.005",33,"0","0.104","0","0.1"
"48929","467793","Carlos Santana",24,"CLE",40,1460,5644,"-2.6","-3.3",2678,"-0.005",".010","-2.0","3.8",1658,"0.003",".002","-1.3","0",730,"-0.001","0.009",24,"-0.011","0.115","0","0"
"58899","488671","Alex Avila",23,"DET",98,3256,12387,"-5.6","-3.3",5793,"0",".008","-0.1","6.2",3641,"0.004",".002","-3.3","0",1629,"-0.001","0.006",43,"0.011","0.093","0","0.1"
"40851","425661","Ronny Paulino",29,"MIA",85,3190,12145,"-3.6","-4.1",5725,"-0.007",".008","-5.4","6.3",3711,"-0.001",".002","1.1","0",1637,"-0.001","0.006",51,"-0.012","0.087","0.2","0"
"47564","454560","A.J. Ellis",29,"LAD",43,1323,5146,"-4.9","-4.8",2285,"-0.015",".010","-4.9","3.2",1549,"0",".003","0.1","0",706,"0","0.009",25,"0.005","0.118","0","0.2"
"58831","488771","Jason Castro",23,"HOU",67,2192,8522,"-5.3","-5.1",3896,"-0.004",".009","-2.1","4.8",2573,"0.005",".002","-3.0","0",1142,"-0.001","0.007",31,"-0.003","0.116","0","0"
"57","111072","Henry Blanco",38,"NYM",46,1528,5902,"-5.0","-5.1",2655,"-0.015",".011","-5.6","3.9",1807,"-0.001",".003","0.3","0",860,"0","0.007",16,"-0.026","0.159","0.2","0.2"
"46384","453974","Lou Marson",24,"CLE",87,3158,12159,"-6.8","-5.9",5863,"-0.010",".008","-8.0","6.3",3619,"-0.002",".002","2.0","0",1609,"0","0.006",67,"-0.022","0.085","0","0.3"
"976","408211","Kevin Cash",32,"BOS",48,1494,5821,"-5.2","-6.2",2806,"-0.010",".009","-4.0","3.7",1914,"0.004",".002","-1.9","0",790,"0","0.008",30,"0.011","0.103","-0.3","0.2"
"48721","445615","Max Ramirez",25,"TEX",26,789,3238,"-6.3","-6.2",1575,"-0.025",".011","-5.5","2.4",986,"0.003",".003","-0.8","0",467,"0.001","0.010",22,"0","0.126","0","0.1"
"46195","444379","John Jaso",26,"TB",96,3066,11705,"-8.6","-6.6",5352,"-0.007",".008","-5.3","5.7",3400,"0.002",".002","-1.3","0",1488,"-0.001","0.005",39,"0.007","0.096","0","0.1"
"42127","434563","Carlos Ruiz",31,"PHI",118,4045,15563,"-5.9","-6.8",7335,"-0.011",".007","-11.0","7.6",4443,"-0.004",".002","4.4","0",1984,"-0.001","0.005",49,"-0.006","0.095","-0.3","0"
"47690","460026","Nick Hundley",26,"SD",76,2795,11019,"-8.9","-7.9",5266,"-0.010",".008","-7.2","6.1",3102,"0.001",".002","-0.7","0",1363,"0.001","0.007",47,"-0.015","0.098","0","0.3"
"893","134260","Bengie Molina",35,"TEX",113,3813,14676,"-9.9","-9.7",7005,"-0.006",".007","-5.7","6.6",4381,"0.003",".002","-3.8","0",1878,"0.001","0.006",80,"0.004","0.071","-0.2","0.4"
"724","116974","Jason Kendall",36,"KC",118,4495,17068,"-10.9","-10.3",7766,"-0.013",".007","-13.7","7.2",5161,"-0.003",".002","3.3","0",2348,"0.001","0.005",92,"0.011","0.066","0.1","0.4"
"52534","452105","John Hester",26,"ARI",33,1030,4094,"-11.4","-11.4",1901,"-0.032",".011","-8.5","2.8",1198,"0.010",".004","-2.9","0",534,"0.001","0.010",18,"0.015","0.137","0","0.2"
"49076","435559","Kurt Suzuki",26,"OAK",123,4441,17329,"-14.5","-11.6",8495,"-0.009",".008","-10.2","9.0",4951,"0.001",".002","-1.4","0",2239,"-0.001","0.005",66,"0.007","0.080","0","0.2"
"31547","425491","Ryan Doumit",29,"PIT",100,3522,13055,"-7.2","-11.7",6087,"-0.015",".007","-12.4","6.3",4009,"0",".002","0.2","0",1872,"0.001","0.005",69,"0.020","0.073","0.5","0.3"
"16616","408042","Gerald Laird",30,"DET",87,2876,11121,"-9.7","-11.7",5228,"-0.013",".007","-9.6","5.1",3366,"0.003",".002","-2.2","0",1481,"0.001","0.006",60,"0.001","0.081","0","0.3"
"31321","407833","John Buck",29,"TOR",112,4028,15322,"-14.3","-13.1",7133,"-0.014",".007","-14.0","7.0",4662,"-0.001",".002","0.6","0",2100,"0","0.004",46,"0","0.093","0.2","0.1"
"47903","453531","Rob Johnson",27,"SEA",61,2158,7877,"-17.7","-16.1",3667,"-0.025",".009","-12.9","4.8",2057,"0.007",".002","-3.5","0",938,"0","0.008",27,"-0.009","0.117","0.4","0"
"52441","446192","Adam Moore",26,"SEA",59,2162,8098,"-19.5","-18.8",3820,"-0.027",".009","-14.7","4.8",2230,"0.007",".003","-4.1","0",970,"0","0.007",32,"0.010","0.106","0","0.1"
"1602","120691","Jorge Posada",38,"NYY",83,2866,11195,"-20.9","-19.6",5511,"-0.021",".008","-16.1","6.0",3260,"0.004",".002","-3.6","0",1465,"0.001","0.006",63,"0.014","0.074","0.1","0.3"
