"bpid","mlbid","Name","Age","Team","G","PA","Pitches","FRAA","CDA","FrmCH","CSAA","+/-","FrmR","+/-","BlkCh","EPAA","+/-","BlkR","+/-","TrCH","TRAA","+/-","SrCH","SRAA","+/-","ThrR","+/-"
"476","150275","Yorvit Torrealba",29,"COL",67,2553,9609,"5.5","7.0",4331,"0.012",".008","7.0","4.7",2846,"0",".002","-0.1","0",1290,"0.002","0.006",44,"0.004","0.093","0.1","0.3"
"36585","452672","Ryan Hanigan",27,"CIN",30,992,3886,"6.8","6.1",1693,"0.024",".012","5.6","2.7",1160,"-0.001",".003","0.5","0",545,"0.003","0.009",19,"-0.011","0.137","0","0.1"
"11429","408242","Wil Nieves",30,"WSH",61,1948,7522,"6.2","5.2",3203,"0.011",".009","4.8","3.8",2100,"0",".002","0.2","0",961,"0.002","0.008",36,"0.012","0.096","0.3","0.3"
"43102","434567","Geovany Soto",25,"CHC",136,4890,18775,"2.5","4.3",8296,"0.003",".006","2.9","7.5",5321,"-0.001",".001","1.3","0",2380,"0","0.005",69,"0.009","0.075","0","0.4"
"1448","407576","Mike Rivera",31,"MIL",17,546,2127,"3.8","3.4",964,"0.024",".015","3.3","2.0",631,"-0.001",".004","0.1","0",300,"0.001","0.013",15,"0.008","0.140","0","0.1"
"41697","457493","Shawn Riggans",27,"TB",41,1447,5437,"2.7","3.1",2373,"0.009",".009","3.0","3.1",1539,"0",".002","0.1","0",698,"0.002","0.008",21,"0.025","0.131","0.1","0.2"
"31574","400154","Dane Sardinha",29,"DET",17,558,2072,"3.3","3.0",955,"0.015",".017","2.0","2.3",660,"-0.005",".004","1.0","0",275,"-0.001","0.012",4,"-0.002","0.274","0","0"
"311","150224","Chad Moeller",33,"NYY",33,962,3632,"2.8","3.0",1622,"0.007",".013","1.6","3.0",1052,"-0.004",".003","1.3","0",487,"0.002","0.009",20,"-0.015","0.129","0","0.1"
"52","124748","Gregg Zaun",37,"TOR",79,2599,9859,"4.0","3.0",4050,"0.007",".008","3.9","4.6",2651,"0.001",".002","-1.0","0",1273,"0.001","0.007",41,"0.017","0.090","0.1","0.3"
"790","280061","Corky Miller",32,"ATL",29,698,2744,"3.6","2.8",1274,"0.015",".013","2.6","2.3",753,"-0.001",".003","0.1","0",360,"0","0.011",10,"-0.016","0.184","0","0"
"31637","425565","Guillermo Quiroz",26,"BAL",54,1619,5998,"1.8","2.6",2423,"0.014",".010","4.8","3.3",1777,"0.004",".003","-2.2","0",866,"0.002","0.008",30,"0.005","0.103","0.1","0.2"
"1291","121358","Ivan Rodriguez",36,"NYY",112,4079,15271,"4.9","2.4",6905,"0.004",".007","3.7","6.5",4474,"0.001",".002","-1.4","0",2213,"0","0.005",54,"-0.014","0.084","0.2","0.3"
"32395","434633","John Baker",27,"MIA",59,2122,7959,"0.8","2.1",3553,"0.005",".010","2.4","5.0",2214,"0",".002","-0.3","0",982,"0","0.007",36,"0.008","0.099","0","0.2"
"976","408211","Kevin Cash",30,"BOS",57,1629,6209,"1.8","1.9",2760,"0.008",".010","3.1","4.0",1791,"0.001",".003","-0.7","0",835,"0.002","0.009",45,"-0.003","0.097","-0.4","0.2"
"47275","459943","Jeff Clement",24,"SEA",38,1287,4856,"1.6","1.8",2340,"0.011",".011","3.6","3.6",1445,"0.004",".003","-1.8","0",695,"0","0.008",17,"0.013","0.142","0","0.1"
"173","113358","Mike DiFelice",39,"TB",7,233,915,"1.7","1.8",399,"0.026",".023","1.5","1.3",298,"-0.003",".007","0.3","0",139,"-0.001","0.020",5,"0.001","0.280","0","0"
"40851","425661","Ronny Paulino",27,"PIT",32,1186,4397,"1.3","1.6",2028,"0.004",".011","1.1","3.1",1456,"-0.001",".003","0.5","0",642,"0","0.008",21,"0.010","0.134","0","0.1"
"662","283051","Johnny Estrada",32,"WSH",14,427,1658,"1.4","1.5",745,"0.006",".015","0.6","1.6",528,"-0.005",".004","0.9","0",232,"0.004","0.014",14,"-0.003","0.157","0","0.1"
"46822","460003","Taylor Teagarden",24,"TEX",12,460,1731,"1.7","1.3",741,"0.004",".017","0.4","1.7",489,"-0.005",".004","0.7","0",245,"0","0.014",9,"-0.002","0.195","0.2","0.1"
"17017","114031","Sal Fasano",36,"CLE",15,514,1934,"1.0","1.0",884,"0.010",".017","1.2","2.1",573,"0.001",".004","-0.2","0",236,"0.002","0.014",9,"0.006","0.217","0","0.1"
"57","111072","Henry Blanco",36,"CHC",45,1102,4362,"0.7","0.7",2006,"0",".011","-0.1","3.1",1273,"-0.002",".003","0.8","0",574,"-0.001","0.009",13,"-0.014","0.163","0","0"
"46715","460261","Clint Sammons",25,"ATL",22,632,2420,"0.7","0.7",1066,"0.010",".015","1.5","2.3",794,"0.003",".004","-0.9","0",374,"-0.002","0.011",10,"0","0.169","0","0"
"45482","450303","Curtis Thigpen",25,"TOR",9,197,745,"0.6","0.6",345,"0.005",".026","0.3","1.3",214,"-0.006",".007","0.4","0",101,"0","0.021",3,"0.003","0.292","0","0"
"369","134001","Paul Lo Duca",36,"MIA",26,913,3530,"0.8","0.6",1548,"0.002",".012","0.4","2.6",986,"-0.002",".003","0.7","0",495,"-0.001","0.009",12,"0.010","0.165","-0.5","0.1"
"936","150421","Ramon Hernandez",32,"BAL",127,4671,17859,"1.3","0.6",8067,"0.001",".007","1.1","8.2",5392,"0",".001","-0.4","0",2546,"0.001","0.005",93,"0.022","0.064","-0.1","0.4"
"1518","123609","Javier Valentin",32,"CIN",17,302,1178,"0.6","0.4",564,"0.014",".019","1.1","1.5",385,"0.006",".005","-0.7","0",181,"-0.001","0.011",1,"0.009",,"0","0"
"43032","430965","Chris Snyder",27,"ARI",112,3918,14569,"0.8","0.4",6303,"0.001",".008","0.5","6.7",4202,"0",".002","-0.1","0",1931,"-0.002","0.006",56,"-0.017","0.086","0","0"
"31446","425542","Koyie Hill",29,"CHC",9,202,796,"0.2","0.3",322,"-0.006",".023","-0.3","1.0",280,"-0.007",".006","0.6","0",148,"0.001","0.017",4,"-0.002","0.258","0","0.1"
"17372","282597","Adam Melhuse",36,"COL",10,276,1002,"0.4","0.3",338,"-0.002",".021","-0.1","1.0",229,"-0.006",".006","0.4","0",126,"-0.001","0.018",4,"-0.009","0.285","0","0"
"48901","467055","Pablo Sandoval",21,"SF",11,381,1516,"0.5","0.3",744,"0.004",".017","0.4","1.7",482,"0.001",".004","-0.1","0",222,"0.002","0.011",5,"0.007","0.266","0","0.1"
"45844","465041","Francisco Cervelli",22,"NYY",3,71,283,"0.2","0.2",130,"0",".036","0","0.7",114,"-0.007",".008","0.2","0",59,"0","0.025",1,"-0.016","0.522","0","0"
"45441","435459","George Kottaras",25,"BOS",2,35,134,"0.2","0.2",63,"0.007",".056","0.1","0.5",46,"-0.012",".015","0.2","0",22,"0","0.013",,,,"0","0"
"47903","453531","Rob Johnson",25,"SEA",10,292,1104,"0.6","0.2",467,"0.002",".020","0.2","1.3",352,"-0.001",".006","0.1","0",158,"0","0.015",8,"0.004","0.192","0","0"
"39795","435238","Gustavo Molina",26,"NYM",2,84,330,"0.2","0.2",158,"0.009",".035","0.2","0.8",119,"0",".008","0","0",52,"0","0.018",1,"0","0.557","0","0"
"49220","435064","Bobby Wilson",25,"LAA",7,62,223,"0.2","0.2",43,"0.008",".061","0","0.4",20,"-0.020",".023","0.1","0",27,"0","0.018",,,,"0","0"
"41105","150207","Paul Phillips",31,"CWS",4,32,122,"0.1","0.1",60,"-0.001",".052","0","0.4",40,"-0.013",".019","0.2","0",19,"0","0.021",,,,"0","0"
"46384","453974","Lou Marson",22,"PHI",1,37,138,"0.1","0.1",64,"-0.010",".046","-0.1","0.4",43,"-0.014",".021","0.2","0",16,"0.001","0.041",1,"-0.007",,"0","0"
"32652","431143","Edwin Bellorin",26,"COL",2,29,115,"0.1","0.1",52,"-0.001",".044","0","0.3",44,"-0.006",".013","0.1","0",27,"0","0.014",,,,"0","0"
"47564","454560","A.J. Ellis",27,"LAD",3,43,145,"0","0",53,"-0.011",".057","-0.1","0.4",40,"-0.008",".019","0.1","0",19,"0.002","0.046",,,,"0","0"
"43962","445584","Matt Tupman",28,"KC",1,3,12,"0","0",7,"0.006",".137","0","0.1",,,,,,1,"0.001",,,,,"0","0"
"3","110385","Brad Ausmus",39,"HOU",77,2409,8933,"0.7","0",3929,"-0.003",".008","-1.9","4.5",2393,"-0.003",".002","1.9","0",1088,"-0.003","0.006",16,"0.005","0.135","0","0.1"
"16610","425631","Robby Hammock",31,"ARI",15,451,1708,"-0.1","0",751,"-0.003",".015","-0.3","1.6",504,"-0.002",".004","0.3","0",242,"0.001","0.015",11,"-0.002","0.169","0","0.1"
"787","150178","Jason LaRue",34,"STL",57,1758,6623,"0.4","0",2949,"-0.005",".009","-1.9","3.6",1846,"-0.003",".002","1.9","0",842,"-0.001","0.007",15,"-0.001","0.149","0","0"
"37664","407932","Ryan Jorgensen",29,"MIN",2,10,38,"0","0",16,"-0.019",".094","0","0.2",11,"-0.002",".019","0","0",8,"0.001","0.038",,,,"0","0"
"31976","425769","Eliezer Alfonzo",29,"SF",2,84,333,"0","-0.1",157,"-0.007",".032","-0.2","0.7",112,"-0.003",".008","0.1","0",61,"0","0.023",1,"-0.012","0.674","0","0"
"812","110870","Gary Bennett",36,"LAD",10,241,902,"0.1","-0.1",426,"-0.009",".023","-0.5","1.4",308,"-0.005",".006","0.4","0",122,"-0.002","0.018",2,"0","0.322","0","0"
"34742","433697","Robinzon Diaz",24,"PIT",1,41,144,"-0.1","-0.1",69,"-0.008",".050","-0.1","0.5",45,"0.004",".017","-0.1","0",17,"0.003","0.046",1,"-0.007",,"0","0"
"16842","236155","Robinson Cancel",32,"NYM",15,412,1574,"-0.3","-0.1",659,"-0.001",".016","-0.1","1.5",522,"0",".004","0","0",233,"-0.001","0.011",2,"-0.006","0.377","0","0"
"42393","435408","Omir Santos",27,"BAL",9,124,479,"-0.2","-0.2",218,"0.004",".029","0.1","0.9",164,"0.005",".008","-0.3","0",83,"-0.001","0.021",1,"0.010","0.524","0","0"
"33250","452150","Ryan Budde",28,"LAA",7,78,293,"-0.2","-0.2",141,"-0.003",".034","-0.1","0.7",97,"0.004",".011","-0.1","0",38,"-0.001","0.029",,,,"0","0"
"36880","150089","Michel Hernandez",29,"TB",4,142,495,"-0.3","-0.2",195,"0.005",".032","0.1","0.9",137,"0.009",".008","-0.4","0",63,"0.002","0.029",3,"0.009","0.322","0","0.1"
"39835","471083","Miguel Montero",24,"ARI",53,1750,6682,"0.8","-0.2",2855,"0.003",".010","1.2","3.8",1785,"0.003",".003","-1.7","0",810,"0.001","0.009",27,"0.023","0.112","0.2","0.2"
"48259","451803","Colt Morton",26,"SD",7,192,683,"-0.3","-0.3",303,"0.010",".030","0.4","1.3",217,"0.010",".007","-0.7","0",119,"0.001","0.019",3,"0.003","0.318","0","0.1"
"46195","444379","John Jaso",24,"TB",3,71,295,"-0.3","-0.3",130,"-0.010",".038","-0.2","0.7",93,"0.004",".009","-0.1","0",36,"-0.002","0.028",,,,"0","0"
"43258","455755","Chris Stewart",26,"NYY",1,37,142,"-0.4","-0.4",64,"0.008",".051","0.1","0.5",37,"0.038",".019","-0.4","0",17,"-0.001","0.044",1,"0.001","0.515","0","0"
"1540","150322","Mark Johnson",32,"STL",10,177,679,"-0.6","-0.5",311,"0.003",".023","0.1","1.0",225,"0.010",".006","-0.7","0",105,"0.001","0.018",2,"0.010","0.392","0","0.1"
"724","116974","Jason Kendall",34,"MIL",149,5663,21276,"5.8","-0.5",9176,"-0.002",".006","-2.7","8.2",6008,"-0.001",".001","2.2","0",2781,"-0.003","0.004",59,"-0.018","0.088","0","0"
"16694","150416","Danny Ardoin",33,"LAD",24,615,2331,"-0.4","-0.6",1073,"0.001",".015","0.1","2.3",732,"0.003",".004","-0.7","0",326,"0.002","0.011",9,"0.015","0.182","0","0.1"
"386","136664","Michael Barrett",31,"SD",30,1088,4118,"-0.4","-0.6",1866,"0.001",".011","0.2","2.8",1218,"0.003",".003","-1.0","0",529,"0.009","0.013",40,"0.022","0.095","0.2","0.2"
"3927","112223","Raul Chavez",35,"PIT",35,1221,4659,"0","-0.7",1951,"0.001",".011","0.2","3.1",1271,"0.003",".003","-1.2","0",706,"-0.001","0.007",11,"0.010","0.166","0.4","0.1"
"31759","408045","Joe Mauer",25,"MIN",139,5126,18826,"-2.3","-0.7",8389,"0",".007","0.5","8.1",4926,"0.001",".001","-1.4","0",2279,"0","0.005",59,"-0.046","0.086","0.2","0"
"41401","279827","Humberto Quintero",28,"HOU",59,1935,7445,"-0.3","-0.9",3393,"-0.007",".009","-3.5","4.1",2082,"-0.004",".002","2.4","0",923,"-0.003","0.007",11,"-0.012","0.174","0.2","0"
"1077","408036","Josh Bard",30,"SD",49,1786,6901,"-0.2","-1.0",3013,"-0.006",".009","-2.5","3.8",1910,"-0.002",".002","1.2","0",909,"0.003","0.009",52,"0.016","0.084","0.3","0.3"
"37059","455725","Steve Holm",28,"SF",42,954,3692,"-1.6","-1.0",1544,"-0.002",".013","-0.3","2.8",1164,"0.002",".003","-0.7","0",527,"0","0.010",17,"0.013","0.135","0","0.1"
"48721","445615","Max Ramirez",23,"TEX",12,407,1625,"-1.2","-1.0",737,"-0.007",".017","-0.7","1.7",537,"0.002",".004","-0.3","0",267,"0.001","0.015",9,"-0.011","0.186","0","0.1"
"47634","435520","Jesus Flores",23,"WSH",82,2961,11437,"-2.9","-1.2",5078,"0.001",".008","1.0","5.5",3320,"0.002",".002","-2.3","0",1629,"-0.001","0.006",47,"0.008","0.084","0","0.1"
"16823","406550","Jamie Burke",36,"SEA",43,1077,4063,"-1.8","-1.4",1859,"-0.002",".012","-0.4","3.2",1163,"0.003",".003","-1.0","0",546,"0","0.008",16,"-0.006","0.147","0","0.1"
"1200","112077","Raul Casanova",35,"NYM",13,532,2071,"-1.0","-1.5",917,"-0.005",".014","-0.7","1.8",608,"0.004",".004","-0.8","0",315,"0","0.010",5,"-0.003","0.265","0","0.1"
"46401","452215","Luke Montz",24,"WSH",8,257,1018,"-1.9","-1.9",472,"-0.024",".022","-1.6","1.4",341,"0.003",".005","-0.3","0",145,"0.002","0.018",6,"-0.011","0.233","0","0.1"
"1351","123660","Jason Varitek",36,"BOS",131,4410,16878,"-3.2","-2.0",7643,"-0.004",".007","-4.5","7.2",4891,"-0.002",".001","2.5","0",2187,"-0.002","0.005",54,"-0.001","0.090","0","0"
"525","133226","Mike Redmond",37,"MIN",30,1085,4035,"-2.5","-2.2",1614,"-0.013",".012","-2.9","2.8",1060,"-0.002",".003","0.7","0",528,"0.001","0.010",17,"0.005","0.135","0","0.2"
"31606","435063","Mike Napoli",26,"LAA",75,2692,10242,"-2.3","-2.2",4539,"-0.002",".008","-1.5","5.0",2887,"0.001",".002","-0.8","0",1386,"0.002","0.006",48,"0.006","0.087","0.1","0.3"
"1549","400018","Miguel Olivo",29,"KC",58,2114,8114,"-2.4","-3.2",3680,"-0.001",".009","-0.7","4.6",2322,"0.004",".002","-2.7","0",1075,"-0.002","0.006",22,"-0.028","0.128","0.2","0"
"1105","400121","Victor Martinez",29,"CLE",55,1914,7071,"-4.5","-3.3",3125,"-0.009",".010","-3.9","4.2",1932,"-0.001",".002","0.5","0",936,"0.001","0.007",23,"-0.017","0.126","0","0.2"
"48831","448767","Dusty Ryan",23,"DET",15,543,2062,"-3.8","-3.6",864,"-0.006",".018","-0.7","2.1",592,"0.016",".004","-2.8","0",261,"0.002","0.011",8,"-0.021","0.208","0","0.1"
"1048","150137","Paul Hoover",32,"MIA",13,483,1872,"-4.3","-4.5",834,"-0.024",".016","-2.8","1.9",639,"0.008",".004","-1.7","0",254,"0","0.013",6,"-0.016","0.229","0","0"
"1602","120691","Jorge Posada",36,"NYY",30,1025,3913,"-4.8","-4.6",1845,"-0.015",".012","-3.8","3.1",1213,"0.002",".003","-0.9","0",569,"0.003","0.010",33,"0.012","0.100","0.1","0.2"
"49076","435559","Kurt Suzuki",24,"OAK",141,5164,19854,"-7.7","-4.6",9178,"-0.006",".006","-7.7","8.2",5665,"-0.002",".001","3.1","0",2709,"-0.002","0.005",61,"-0.043","0.086","0","0"
"33538","450192","Luke Carlin",27,"SD",36,1093,4094,"-5.0","-4.8",1847,"-0.019",".012","-5.0","3.1",1178,"-0.001",".003","0.5","0",593,"0.002","0.010",24,"-0.002","0.117","-0.3","0.2"
"31726","431159","Kelly Shoppach",28,"CLE",110,3736,13853,"-6.5","-5.4",5885,"-0.002",".007","-1.6","6.1",3700,"0.003",".002","-3.9","0",1739,"-0.002","0.005",33,"0.010","0.104","0","0.1"
"1045","150134","Toby Hall",32,"CWS",37,1321,4992,"-5.9","-5.7",2109,"-0.014",".011","-4.1","3.4",1412,"0.004",".003","-1.7","0",649,"0.004","0.009",38,"-0.004","0.102","0.1","0.2"
"46714","457454","Jarrod Saltalamacchia",23,"TEX",54,2078,8052,"-5.4","-5.7",3698,"-0.008",".008","-4.0","4.0",2463,"0.002",".002","-1.7","0",1120,"-0.001","0.007",30,"0.013","0.098","0","0.1"
"40216","425900","Dioner Navarro",24,"TB",117,4252,16631,"-9.2","-6.9",7210,"-0.006",".006","-5.7","6.5",4535,"0.001",".002","-0.8","0",2305,"-0.002","0.005",54,"-0.042","0.088","-0.5","0"
"46817","453525","J.R. Towles",24,"HOU",53,1781,6594,"-6.8","-7.0",2820,"-0.021",".009","-8.4","3.7",1711,"-0.003",".002","1.4","0",841,"0","0.007",14,"-0.007","0.153","0","0"
"497","135783","Ramon Castro",32,"NYM",47,1488,5648,"-7.6","-7.5",2446,"-0.021",".011","-7.3","3.7",1512,"0.001",".002","-0.2","0",695,"0.002","0.008",18,"-0.004","0.142","0","0.2"
"31321","407833","John Buck",27,"KC",107,4097,15950,"-9.9","-7.8",7026,"-0.007",".007","-6.8","7.0",4670,"0.001",".002","-1.1","0",2183,"0.001","0.005",54,"0.029","0.081","0.1","0.4"
"41408","430958","Mike Rabelo",28,"MIA",32,1145,4265,"-8.3","-7.9",1948,"-0.024",".011","-6.5","3.1",1278,"0.004",".003","-1.4","0",602,"-0.002","0.008",13,"-0.004","0.161","0","0"
"43901","276354","Matt Treanor",32,"MIA",65,2325,9160,"-7.6","-8.0",4060,"-0.017",".009","-9.4","5.1",2644,"-0.001",".002","1.2","0",1262,"0.002","0.007",49,"-0.009","0.090","0.3","0.3"
"893","134260","Bengie Molina",33,"SF",136,4922,19172,"-9.9","-8.1",8561,"-0.003",".007","-3.8","8.4",5784,"0.002",".001","-4.3","0",2724,"0.001","0.005",78,"-0.029","0.075","0","0.4"
"31748","425468","Rob Bowen",27,"OAK",31,948,3587,"-8.8","-8.4",1631,"-0.037",".012","-8.5","2.8",1059,"0",".003","0","0",502,"0.002","0.008",14,"-0.003","0.158","0","0.1"
"1501","150229","A.J. Pierzynski",31,"CWS",131,4865,18230,"-11.6","-9.0",7828,"-0.008",".007","-8.8","8.0",4936,"0",".001","-0.6","0",2295,"0.004","0.006",100,"0.018","0.063","0.3","0.5"
"42127","434563","Carlos Ruiz",29,"PHI",110,3568,13552,"-5.7","-9.9",6237,"-0.014",".008","-11.9","6.7",3832,"-0.002",".002","2.3","0",1754,"0.001","0.006",62,"0.007","0.077","-0.3","0.3"
"47690","460026","Nick Hundley",24,"SD",59,2127,8134,"-10.9","-10.9",3509,"-0.024",".009","-11.6","4.4",2296,"-0.001",".002","0.8","0",1138,"0","0.008",43,"-0.018","0.088","0","0"
"37606","492706","Kenji Johjima",32,"SEA",100,3712,14370,"-14.9","-12.6",6597,"-0.017",".007","-15.3","6.6",4414,"-0.002",".002","3.0","0",2119,"-0.002","0.005",55,"-0.019","0.086","-0.3","0"
"16616","408042","Gerald Laird",28,"TEX",88,3371,12912,"-16.0","-14.9",5888,"-0.017",".008","-13.9","6.8",3927,"0",".002","-0.5","0",1932,"-0.001","0.005",49,"-0.002","0.083","-0.5","0"
"1425","276346","Brandon Inge",31,"DET",60,2233,8672,"-16.6","-16.8",3795,"-0.025",".009","-13.4","4.9",2480,"0.004",".002","-3.4","0",1193,"-0.001","0.006",25,"-0.002","0.119","0","0"
"46150","455104","Chris Iannetta",25,"COL",100,3670,13625,"-17.4","-18.2",5955,"-0.019",".007","-15.9","5.9",3877,"0.002",".002","-2.5","0",1882,"-0.003","0.005",36,"0.012","0.098","0.2","0.1"
"31547","425491","Ryan Doumit",27,"PIT",106,4080,15175,"-49.4","-50.3",6738,"-0.049",".007","-46.2","7.0",4507,"0.003",".002","-4.2","0",2338,"0","0.005",72,"-0.006","0.074","0.2","0.3"
