"bpid","mlbid","Name","Age","Team","G","PA","Pitches","FRAA","CDA","FrmCH","CSAA","+/-","FrmR","+/-","BlkCh","EPAA","+/-","BlkR","+/-","TrCH","TRAA","+/-","SrCH","SRAA","+/-","ThrR","+/-"
"70317","543510","James McCann",26,"DET",99,3546,13717,"-1.2","0.8",5868,"0",".007","-0.2","5.4",3774,"-0.001",".002","1.1","0",1620,"-0.002","0.005",37,"-0.067","0.116","-0.1","0"
"70673","608596","Tom Murphy",25,"COL",12,375,1426,"0.9","0.8",596,"0.009",".018","0.7","1.5",457,"-0.001",".005","0.1","0",176,"-0.001","0.012",6,"-0.007","0.247","0","0"
"69513","605131","Austin Barnes",26,"LAD",9,227,818,"0.4","0.5",301,"0.014",".025","0.6","1.0",225,"0.001",".008","0","0",83,"0","0.019",1,"-0.013","0.577","0","0"
"38161","456124","Erik Kratz",36,"PIT",30,937,3634,"0.2","0.3",1517,"0.003",".011","0.6","2.4",1042,"0",".004","0","0",457,"0","0.008",13,"-0.030","0.176","-0.3","0.1"
"66875","591712","Oscar Hernández",22,"ARI",4,117,449,"0.3","0.3",197,"0.011",".033","0.3","0.9",110,"-0.001",".011","0","0",28,"0","0.030",,,,"0","0"
"69314","600474","Pedro Severino",22,"WSH",15,358,1432,"0.5","0.3",566,"0",".017","0","1.3",420,"-0.003",".005","0.3","0",181,"0.001","0.015",6,"-0.045","0.260","0","0.1"
"51184","491696","Jesús Sucre",28,"SEA",9,283,1022,"0.2","0.3",433,"0.003",".023","0.2","1.4",291,"-0.001",".006","0.1","0",122,"0","0.020",4,"0.014","0.285","0","0"
"59412","541608","Ramón Cabrera",26,"CIN",48,1697,6601,"0.3","0.3",2871,"0.003",".009","1.0","3.7",1960,"0.002",".002","-0.7","0",881,"-0.002","0.008",28,"0.007","0.112","0","0.1"
"66057","553869","Elias Díaz",25,"PIT",1,37,141,"0.3","0.2",51,"0.002",".049","0","0.3",31,"-0.004",".017","0","0",14,"-0.001","0.059",1,"-0.008","0.667","0.2","0"
"69886","607257","Raffy Lopez",28,"CIN",4,45,158,"0.2","0.2",70,"0.007",".044","0.1","0.4",54,"-0.010",".015","0.1","0",20,"0","0.036",,,,"0","0"
"43102","434567","Geovany Soto",33,"LAA",23,809,3116,"-0.2","0.2",1299,"0.002",".013","0.4","2.4",858,"0.001",".003","-0.2","0",368,"0.004","0.013",23,"0.008","0.125","0","0.2"
"51220","492802","Juan Graterol",27,"LAA",9,171,694,"0.1","0.2",320,"-0.007",".020","-0.3","0.9",230,"-0.009",".007","0.5","0",84,"0","0.018",5,"-0.007","0.272","0","0"
"70619","608348","Carson Kelly",21,"STL",10,148,539,"0","0.1",229,"-0.002",".029","-0.1","0.9",123,"-0.006",".008","0.2","0",46,"0","0.024",,,,"0","0"
"69944","607345","Kevan Smith",28,"CWS",6,112,396,"0","0.1",155,"-0.005",".030","-0.1","0.7",85,"-0.008",".013","0.2","0",33,"-0.001","0.034",1,"0.014","0.564","0","0"
"59818","542513","Tomás Telis",25,"MIA",3,56,213,"0.1","0.1",25,"-0.002",".072","0","0.3",90,"-0.003",".018","0.1","0",9,"0.002","0.052",2,"0.018","0.426","0","0"
"49755","474233","Hank Conger",28,"TB",47,1395,5557,"-0.8","0",2219,"0.002",".010","0.5","3.1",1627,"0.002",".003","-0.7","0",664,"0.002","0.009",27,"0.049","0.117","0.3","0.2"
"52499","451705","Alberto Rosario",29,"STL",17,400,1482,"0.2","0",633,"0",".019","0","1.6",495,"0.001",".005","-0.1","0",212,"0.002","0.015",14,"-0.010","0.166","0","0.1"
"70397","595978","Austin Hedges",23,"SD",7,250,901,"-0.2","-0.1",388,"-0.005",".024","-0.3","1.3",255,"-0.004",".006","0.2","0",97,"0","0.018",3,"-0.017","0.341","0","0.1"
"55765","488810","Tony Cruz",29,"KC",4,42,180,"-0.1","-0.1",75,"0.001",".042","0","0.4",58,"0.008",".012","-0.1","0",30,"-0.001","0.024",,,,"0","0"
"71213","607732","Jacob Stallings",26,"PIT",4,142,563,"-0.2","-0.2",194,"-0.013",".027","-0.4","0.7",188,"-0.005",".009","0.2","0",67,"0","0.016",,,,"0","0"
"60633","571974","John Ryan Murphy",25,"MIN",25,875,3360,"-0.7","-0.2",1456,"0.007",".013","1.5","2.6",973,"0.007",".003","-1.7","0",378,"-0.001","0.010",9,"-0.016","0.200","0","0"
"59431","545358","Max Stassi",25,"HOU",8,130,492,"-0.3","-0.3",218,"-0.011",".030","-0.3","0.9",144,"-0.002",".010","0.1","0",46,"-0.001","0.041",2,"-0.004","0.404","0","0"
"52441","446192","Adam Moore",32,"CLE",9,110,462,"-0.3","-0.3",212,"-0.012",".029","-0.4","0.9",168,"-0.002",".008","0.1","0",85,"0","0.021",1,"0.009","0.521","0","0.1"
"59592","571466","Tucker Barnhart",25,"CIN",108,4094,16151,"2.4","-0.3",7117,"-0.003",".006","-2.9","5.9",4879,"-0.002",".002","2.3","0",2044,"0.002","0.005",67,"0.006","0.082","0.2","0.4"
"56104","519023","Devin Mesoraco",28,"CIN",13,512,2038,"-0.4","-0.5",815,"-0.002",".015","-0.2","1.7",605,"0.002",".005","-0.2","0",299,"0","0.011",6,"0.025","0.247","0","0"
"68062","595751","Jorge Alfaro",23,"PHI",4,149,577,"-0.6","-0.5",264,"0.001",".025","0","0.9",212,"0.011",".007","-0.6","0",82,"0","0.017",1,"-0.026","0.608","0","0"
"68087","596142","Gary Sánchez",23,"NYY",36,1336,5315,"0.1","-0.5",2342,"0.002",".009","0.5","3.1",1521,"0.004",".003","-1.4","0",558,"0.001","0.009",21,"-0.057","0.139","0.4","0.2"
"47155","460077","Drew Butera",32,"KC",51,1420,5383,"-1.2","-0.6",2284,"-0.001",".009","-0.2","3.0",1701,"0.001",".003","-0.4","0",698,"0.001","0.007",16,"-0.017","0.160","0","0.1"
"70779","572180","Andrew Susac",26,"MIL",6,160,577,"-0.6","-0.6",243,"-0.018",".027","-0.6","0.9",143,"0.001",".008","0","0",50,"0","0.026",1,"0.010","0.628","0","0"
"57096","506747","Francisco Peña",26,"BAL",14,444,1658,"-0.7","-0.7",694,"-0.009",".017","-0.8","1.6",513,"-0.001",".004","0.2","0",227,"0","0.011",6,"-0.041","0.243","0","0.1"
"48685","444489","Manny Piña",29,"MIL",17,599,2274,"-0.7","-0.8",1005,"-0.006",".014","-0.8","1.9",630,"0.001",".004","-0.2","0",268,"0.001","0.014",14,"-0.008","0.168","0.2","0.1"
"70407","596119","Blake Swihart",24,"BOS",6,224,918,"-1.0","-0.9",349,"-0.005",".021","-0.2","1.0",305,"0.010",".007","-0.7","0",142,"-0.001","0.012",2,"-0.028","0.424","0","0"
"58217","543148","Tim Federowicz",28,"CHC",12,266,1033,"-0.8","-1.0",457,"-0.009",".021","-0.6","1.3",296,"0.006",".008","-0.4","0",117,"-0.002","0.018",3,"0.010","0.327","0","0"
"40947","430910","Brayan Peña",34,"STL",3,76,277,"-1.0","-1.0",108,"-0.010",".039","-0.1","0.6",57,"0.063",".018","-0.8","0",32,"-0.002","0.039",4,"0.017","0.275","0","0"
"47575","460269","Chris Gimenez",33,"CLE",59,1643,6323,"-0.1","-1.1",2702,"-0.004",".009","-1.6","3.4",1761,"-0.001",".003","0.3","0",737,"0","0.007",13,"0.009","0.179","0.2","0.2"
"65906","519237","Cameron Rupp",27,"PHI",104,3908,14982,"-1.5","-1.2",6616,"-0.002",".007","-1.9","6.1",4470,"-0.001",".002","0.6","0",1908,"-0.001","0.005",47,"0.001","0.098","0","0.1"
"49752","473724","Matt McBride",31,"OAK",16,433,1610,"-1.4","-1.3",655,"-0.012",".018","-1.1","1.7",525,"0.002",".004","-0.2","0",220,"0","0.013",2,"0.011","0.407","0","0"
"52461","456078","Welington Castillo",29,"ARI",107,4103,15959,"-2.8","-1.4",6696,"0",".007","-0.1","6.6",4891,"0.001",".002","-1.5","0",1954,"-0.002","0.005",41,"-0.075","0.107","0.2","0"
"100767","622194","Bruce Maxwell",25,"OAK",29,894,3370,"-1.6","-1.4",1433,"-0.007",".011","-1.3","2.3",888,"0",".004","-0.1","0",359,"-0.001","0.008",4,"0.025","0.288","0","0"
"55951","506702","Sandy León",27,"BOS",74,2502,9608,"-0.6","-1.5",4130,"-0.003",".007","-1.6","3.9",2638,"0.001",".002","-0.5","0",1125,"0","0.005",21,"-0.020","0.142","0.6","0.2"
"67064","592592","Brett Nicholas",27,"TEX",15,427,1709,"-1.8","-1.6",744,"-0.005",".017","-0.5","1.7",491,"0.010",".005","-1.1","0",189,"0","0.012",3,"0.014","0.361","0","0"
"49364","488912","Tuffy Gosewisch",32,"ARI",31,1068,4068,"-2.5","-1.6",1704,"-0.004",".011","-1.1","2.7",1354,"0.002",".003","-0.6","0",538,"0","0.009",10,"0.015","0.175","0","0.1"
"66068","553882","Omar Narváez",24,"CWS",34,1136,4424,"-1.8","-1.8",1847,"-0.004",".011","-1.0","2.7",1375,"0.003",".003","-0.8","0",610,"0.001","0.009",21,"0.021","0.128","0","0.2"
"43258","455755","Chris Stewart",34,"PIT",31,1077,4087,"-2.2","-2.0",1734,"-0.002",".012","-0.5","2.8",1213,"0.005",".003","-1.5","0",547,"0.001","0.007",10,"-0.003","0.179","0","0.1"
"60834","543228","Yan Gomes",28,"CLE",73,2412,9260,"-3.1","-2.1",3938,"-0.003",".008","-1.7","4.4",2545,"0.001",".002","-0.3","0",1095,"-0.001","0.006",22,"-0.009","0.142","-0.1","0"
"57520","519222","Austin Romine",27,"NYY",50,1507,5778,"-2.8","-2.1",2410,"-0.006",".010","-2.0","3.4",1776,"0",".003","-0.1","0",751,"0","0.007",17,"0.006","0.146","0","0.1"
"60238","572863","Dustin Garneau",28,"COL",23,728,2699,"-2.3","-2.3",1210,"-0.014",".013","-2.4","2.2",765,"0.001",".003","-0.1","0",340,"0","0.011",11,"-0.029","0.195","0.2","0.1"
"67758","594828","Evan Gattis",29,"HOU",55,1852,7194,"-2.7","-2.4",2995,"0.005",".009","2.0","3.8",2110,"0.009",".003","-4.4","0",817,"0","0.006",18,"-0.045","0.148","0","0"
"56734","516949","Héctor Sánchez",26,"SD",14,420,1688,"-2.6","-2.5",778,"-0.022",".015","-2.4","1.6",530,"0",".004","0","0",199,"0","0.011",2,"0.019","0.368","0","0"
"60002","543302","Chris Herrmann",28,"ARI",31,1149,4327,"-2.9","-2.9",1931,"-0.011",".011","-3.0","3.0",1356,"0",".003","0.1","0",607,"0.001","0.008",13,"0.003","0.170","0","0.2"
"56298","518700","Eric Fryer",30,"PIT",54,1316,5022,"-3.5","-3.0",2059,"-0.008",".010","-2.3","2.9",1457,"0.003",".003","-0.9","0",612,"-0.001","0.008",21,"0.002","0.128","0.2","0.1"
"50170","502182","Steve Clevenger",30,"SEA",20,705,2716,"-3.4","-3.2",1141,"-0.022",".014","-3.5","2.2",747,"-0.002",".004","0.3","0",323,"0.001","0.011",13,"-0.028","0.175","0","0.1"
"47564","454560","A.J. Ellis",35,"PHI",57,1841,7393,"-2.3","-3.3",3226,"-0.005",".009","-2.3","3.8",2096,"0.002",".002","-0.9","0",860,"0","0.007",25,"0.003","0.122","0","0.2"
"60649","572033","Josh Phegley",28,"OAK",25,885,3409,"-3.3","-3.5",1384,"-0.012",".012","-2.4","2.4",1030,"0.005",".004","-1.1","0",427,"-0.001","0.009",7,"0.020","0.215","0","0"
"67016","592407","Bryan Holaday",28,"BOS",40,1349,5155,"-3.8","-3.6",2234,"-0.013",".011","-4.1","3.4",1577,"-0.001",".003","0.5","0",673,"-0.001","0.007",15,"-0.010","0.166","0","0"
"60747","542194","Christian Bethancourt",24,"SD",41,1405,5405,"-1.1","-3.6",2371,"-0.005",".010","-1.7","3.3",1531,"0.004",".003","-1.5","0",647,"0","0.008",17,"-0.007","0.144","-0.5","0.2"
"49076","435559","Kurt Suzuki",32,"MIN",99,3548,13876,"-4.4","-4.1",6145,"-0.007",".007","-5.8","6.0",4245,"-0.002",".002","1.6","0",1869,"0","0.004",43,"0.049","0.094","0.1","0.1"
"47690","460026","Nick Hundley",32,"COL",79,3008,11570,"-4.5","-4.5",4820,"-0.006",".007","-4.3","4.9",3485,"0",".002","0","0",1531,"0.001","0.006",46,"0.050","0.091","-0.2","0.3"
"36585","452672","Ryan Hanigan",35,"BOS",34,1130,4516,"-4.1","-4.6",1991,"-0.009",".011","-2.6","3.1",1509,"0.006",".003","-1.9","0",636,"0","0.007",16,"0.009","0.153","0","0.2"
"58899","488671","Alex Avila",29,"CWS",54,1940,7398,"-5.4","-4.7",3202,"-0.011",".009","-4.9","4.0",2227,"0",".002","0","0",904,"0","0.007",25,"0.007","0.127","0.2","0.2"
"101226","623143","Trevor Brown",24,"SF",60,1646,6285,"-4.0","-4.8",2670,"-0.010",".009","-3.6","3.3",1712,"0.004",".002","-1.4","0",746,"-0.001","0.007",19,"0.027","0.132","0.2","0.1"
"33829","455139","Robinson Chirinos",32,"TEX",54,1751,6805,"-5.3","-5.6",3046,"-0.018",".009","-7.5","3.8",2179,"-0.004",".002","1.9","0",919,"-0.001","0.006",22,"-0.021","0.134","0","0"
"40216","425900","Dioner Navarro",32,"TOR",90,3135,12202,"-7.7","-5.9",5523,"-0.007",".007","-5.4","5.6",3622,"0.001",".002","-0.8","0",1612,"-0.001","0.005",39,"-0.002","0.103","0.3","0"
"46714","457454","Jarrod Saltalamacchia",31,"DET",68,2352,9193,"-8.4","-6.6",4011,"-0.013",".008","-7.1","4.7",2654,"0",".002","0","0",1216,"0.001","0.006",35,"0.029","0.111","0.5","0.2"
"46537","489232","Anthony Recker",32,"ATL",28,1007,3982,"-7.0","-6.7",1777,"-0.029",".011","-7.3","2.8",1210,"-0.002",".003","0.6","0",572,"0.001","0.010",23,"0.014","0.123","0","0.2"
"42127","434563","Carlos Ruiz",37,"LAD",56,2109,8271,"-6.0","-7.5",3600,"-0.017",".008","-8.7","4.1",2587,"-0.002",".002","1.2","0",1087,"-0.001","0.006",21,"-0.037","0.141","0","0"
"55701","518542","Juan Centeno",26,"MIN",53,1891,7245,"-7.8","-7.6",3112,"-0.012",".009","-5.2","3.8",2174,"0.005",".002","-2.4","0",920,"0","0.007",18,"0.009","0.139","0","0.1"
"67084","592663","J.T. Realmuto",25,"MIA",129,4827,18968,"-5.5","-8.8",8106,"-0.009",".006","-10.6","6.5",5882,"-0.001",".001","1.8","0",2402,"0","0.005",56,"-0.056","0.092","0","0"
"56945","519390","Stephen Vogt",31,"OAK",113,3932,15093,"-10.4","-9.4",6556,"-0.008",".006","-7.7","6.0",4356,"0.002",".002","-1.7","0",1863,"0","0.005",46,"0.001","0.093","0","0.3"
"1501","150229","A.J. Pierzynski",39,"ATL",64,2286,9019,"-12.5","-11.8",3792,"-0.015",".007","-8.1","3.9",2620,"0.006",".002","-3.7","0",1191,"0","0.007",43,"-0.002","0.096","0","0.2"
"46150","455104","Chris Iannetta",33,"SEA",93,3337,12837,"-13.9","-12.7",5336,"-0.015",".007","-11.1","5.6",3709,"0.002",".002","-1.4","0",1528,"0.001","0.006",47,"0.007","0.094","-0.2","0.3"
"57335","521692","Salvador Perez",26,"KC",128,4720,18421,"-16.7","-15.2",7904,"-0.016",".006","-17.8","6.8",5425,"-0.002",".001","2.9","0",2346,"-0.001","0.005",54,"-0.111","0.102","-0.3","0"
