"bpid","mlbid","Name","Age","Team","G","PA","Pitches","FRAA","CDA","FrmCH","CSAA","+/-","FrmR","+/-","BlkCh","EPAA","+/-","BlkR","+/-","TrCH","TRAA","+/-","SrCH","SRAA","+/-","ThrR","+/-"
"476","150275","Yorvit Torrealba",30,"COL",64,2359,9032,"9.1","8.8",4022,"0.012",".008","6.5","4.7",2845,"-0.002",".002","1.8","0",1244,"0.002","0.007",43,"0.007","0.088","0.5","0.3"
"1448","407576","Mike Rivera",32,"MIL",34,1192,4548,"7.8","8.8",2161,"0.024",".010","7.3","3.1",1372,"-0.003",".003","1.3","0",576,"0","0.009",19,"0.001","0.129","0.2","0.2"
"46822","460003","Taylor Teagarden",25,"TEX",60,2106,8177,"6.6","7.3",3775,"0.014",".009","7.5","4.8",2421,"0",".002","-0.2","0",1100,"-0.001","0.007",31,"-0.001","0.107","0","0"
"1351","123660","Jason Varitek",37,"BOS",108,3982,15894,"2.8","3.9",7437,"0",".006","0.4","6.7",4898,"-0.002",".001","3.3","0",2117,"0.002","0.006",93,"0.019","0.062","0.1","0.4"
"31602","425772","Jeff Mathis",26,"LAA",79,2793,10491,"5.5","3.8",4990,"0.004",".008","2.8","5.6",3155,"-0.001",".002","1.3","0",1344,"0.001","0.007",59,"-0.011","0.079","-0.2","0.3"
"114","132720","Paul Bako",37,"PHI",42,1286,4783,"3.5","3.7",2121,"0.017",".011","4.9","3.1",1383,"0.003",".002","-1.2","0",636,"0","0.007",16,"-0.006","0.144","0","0.1"
"280","150148","Rod Barajas",33,"TOR",120,4182,15573,"1.9","3.5",7213,"0.001",".007","0.9","7.1",4673,"-0.002",".002","2.2","0",2045,"-0.001","0.005",62,"-0.011","0.079","0.4","0"
"49102","461874","Craig Tatum",26,"CIN",26,734,2814,"3.9","3.4",1274,"0.016",".012","2.9","2.2",787,"-0.002",".003","0.5","0",375,"-0.001","0.011",9,"0.001","0.199","0","0.1"
"790","280061","Corky Miller",33,"CIN",32,1053,4095,"3.3","3.1",1841,"0.011",".011","2.9","2.9",1102,"0",".003","0","0",523,"0","0.009",15,"-0.002","0.148","0.2","0.1"
"31759","408045","Joe Mauer",26,"MIN",109,4044,15216,"0","2.7",6889,"0.003",".006","3.3","6.3",4331,"0",".001","-0.6","0",1931,"-0.002","0.005",57,"-0.001","0.085","0","0"
"45844","465041","Francisco Cervelli",23,"NYY",40,998,3808,"2.2","2.5",1809,"0.007",".011","1.8","2.9",1049,"-0.002",".003","0.5","0",444,"0.002","0.010",15,"-0.004","0.151","0.2","0.1"
"40947","430910","Brayan Peña",27,"KC",30,968,3727,"2.2","2.3",1688,"0.016",".011","3.7","2.5",1147,"0.004",".003","-1.4","0",498,"0","0.011",18,"0.001","0.136","0","0.2"
"57","111072","Henry Blanco",37,"SD",60,2208,8657,"0.8","2.0",4104,"0.001",".008","0.7","4.6",2671,"-0.002",".002","1.3","0",1165,"0","0.006",29,"-0.005","0.112","0","0"
"419","150411","Brian Schneider",32,"NYM",57,1930,7505,"3.8","2.0",3593,"0.002",".008","1.1","4.1",2224,"-0.001",".002","0.5","0",1016,"-0.002","0.007",17,"-0.010","0.141","0.4","0"
"3","110385","Brad Ausmus",40,"LAD",30,1051,4090,"1.4","1.9",1850,"0.008",".011","2.0","2.9",1202,"0",".003","0","0",510,"0.001","0.009",15,"0.005","0.154","0","0.2"
"11429","408242","Wil Nieves",31,"WSH",71,2464,9308,"2.5","1.6",4328,"0.003",".008","1.6","5.0",2906,"0",".002","0","0",1257,"-0.002","0.006",27,"-0.009","0.114","0","0"
"47910","446653","Jose Lobaton",24,"SD",6,201,804,"1.5","1.5",339,"0.018",".020","0.8","1.0",241,"-0.010",".006","0.7","0",87,"-0.001","0.018",2,"0.005","0.403","0","0"
"47575","460269","Chris Gimenez",26,"CLE",8,238,908,"1.4","1.5",470,"0.018",".025","1.2","1.7",246,"-0.005",".005","0.3","0",120,"0","0.018",3,"0.006","0.320","0","0"
"44700","434630","Eli Whiteside",29,"SF",47,1294,5022,"1.6","1.2",2326,"0.009",".010","2.9","3.1",1478,"0.004",".003","-1.8","0",654,"0","0.009",25,"-0.015","0.119","0.2","0.2"
"47634","435520","Jesus Flores",24,"WSH",24,943,3469,"0.6","1.0",1577,"0.005",".012","1.1","2.7",1087,"0",".003","-0.1","0",461,"0","0.010",15,"-0.009","0.149","0","0"
"46150","455104","Chris Iannetta",26,"COL",89,3261,12037,"3.5","1.0",5395,"-0.001",".007","-0.5","5.4",3397,"-0.001",".002","1.1","0",1587,"0","0.006",44,"0.004","0.086","0.4","0.3"
"57712","446308","Matt Wieters",23,"BAL",86,3284,12576,"0.8","0.9",5949,"-0.003",".007","-2.2","5.5",3713,"-0.003",".002","2.7","0",1659,"0.002","0.006",61,"0.012","0.072","0.3","0.3"
"43901","276354","Matt Treanor",33,"DET",4,151,579,"0.5","0.6",249,"0.006",".026","0.2","0.9",196,"-0.006",".009","0.3","0",85,"0.001","0.020",4,"0.007","0.275","0","0.1"
"33250","452150","Ryan Budde",29,"LAA",2,37,139,"0.4","0.4",61,"0.002",".045","0","0.4",68,"-0.018",".021","0.3","0",23,"-0.002","0.045",1,"-0.023","0.559","0","0"
"49220","435064","Bobby Wilson",26,"LAA",11,96,374,"0.3","0.4",184,"0.012",".029","0.3","0.8",98,"-0.001",".015","0","0",41,"-0.001","0.039",1,"-0.001","0.567","0","0"
"48901","467055","Pablo Sandoval",22,"SF",3,110,476,"0.4","0.3",234,"0.010",".031","0.3","1.0",165,"0.001",".006","0","0",84,"-0.003","0.027",2,"-0.007",,"0","0"
"47564","454560","A.J. Ellis",28,"LAD",7,117,491,"0.2","0.2",223,"0.002",".029","0.1","0.9",140,"-0.005",".008","0.2","0",47,"0.001","0.022",,,,"0","0"
"33538","450192","Luke Carlin",28,"ARI",4,167,617,"0.3","0.2",290,"-0.003",".023","-0.1","0.9",217,"-0.005",".007","0.3","0",109,"0.002","0.015",6,"-0.003","0.213","0","0.1"
"52532","452095","Tyler Flowers",23,"CWS",6,118,447,"0.1","0.1",211,"0.018",".029","0.5","0.8",132,"0.011",".009","-0.4","0",61,"0","0.021",2,"-0.010","0.389","0","0"
"32652","431143","Edwin Bellorin",27,"COL",2,69,249,"0.1","0.1",98,"-0.004",".035","-0.1","0.5",54,"-0.011",".013","0.2","0",25,"0","0.029",,,,"0","0"
"41697","457493","Shawn Riggans",28,"TB",7,154,600,"0.2","0.1",289,"-0.002",".026","-0.1","1.1",195,"-0.003",".007","0.2","0",78,"0","0.024",1,"0.008","0.557","0","0"
"31637","425565","Guillermo Quiroz",27,"SEA",4,156,598,"0","0.1",255,"0.011",".026","0.4","0.9",184,"0.007",".008","-0.3","0",82,"-0.001","0.018",1,"-0.025","0.563","0","0"
"46715","460261","Clint Sammons",26,"ATL",6,128,456,"0","0",196,"0.022",".028","0.6","0.8",119,"0.018",".011","-0.6","0",48,"0","0.032",1,"0.018","0.527","0","0"
"51110","501896","David Freese",26,"STL",1,8,36,"0","0",11,"0.011",".094","0","0.1",,,".019",,"0",6,"-0.006","0.092",1,"0.004","0.590","0","0"
"33192","451259","Dusty Brown",27,"BOS",6,49,203,"0.1","0",82,"-0.007",".046","-0.1","0.5",55,"-0.005",".013","0.1","0",30,"-0.001","0.025",,,,"0","0"
"48304","431166","Matt Pagnozzi",26,"STL",5,39,170,"0","0",76,"-0.003",".043","0","0.5",45,"-0.002",".013","0","0",18,"0.001","0.027",1,"-0.024","0.512","0","0"
"724","116974","Jason Kendall",35,"MIL",133,5154,19650,"-0.4","0",9031,"-0.001",".006","-1.1","8.0",5894,"-0.001",".002","0.9","0",2598,"-0.002","0.005",64,"0.003","0.078","0.2","0.1"
"47495","444844","Jake Fox",26,"CHC",3,30,106,"0","0",45,"-0.009",".059","-0.1","0.4",30,"-0.005",".015","0","0",12,"0.001","0.079",,,,"0","0"
"47301","449786","Carlos Corporán",25,"MIL",1,6,25,"0","0",10,"-0.016",".129","0","0.2",3,"-0.011",".148","0","-0.1",,,,,,,"0","0"
"48831","448767","Dusty Ryan",24,"DET",12,329,1222,"0","0",574,"-0.005",".019","-0.4","1.6",381,"-0.003",".005","0.3","0",196,"-0.001","0.014",4,"0.005","0.275","0","0"
"1048","150137","Paul Hoover",33,"PHI",3,52,174,"0","0",72,"0.007",".048","0.1","0.5",62,"0.006",".014","-0.1","0",30,"-0.001","0.035",2,"-0.018","0.353","0","0"
"58548","457763","Buster Posey",22,"SF",7,175,662,"0.1","0",287,"0.007",".025","0.3","1.0",196,"0.006",".007","-0.3","0",96,"0","0.018",2,"0.007","0.375","0","0"
"37059","455725","Steve Holm",29,"SF",4,98,386,"-0.1","-0.1",184,"0.002",".031","0","0.8",119,"0.004",".007","-0.1","0",60,"0","0.023",1,"-0.003","0.643","0","0"
"46817","453525","J.R. Towles",25,"HOU",15,523,1922,"0","-0.2",887,"-0.004",".015","-0.5","1.8",595,"-0.002",".004","0.4","0",280,"-0.001","0.010",8,"0.002","0.207","0","0"
"787","150178","Jason LaRue",35,"STL",43,1109,3976,"0","-0.2",1797,"-0.006",".011","-1.4","2.6",1174,"-0.003",".003","0.8","0",521,"-0.001","0.009",10,"0.001","0.179","0.4","0.1"
"48610","444351","Kyle Phillips",25,"TOR",5,177,674,"-0.1","-0.2",304,"0.005",".025","0.2","1.1",208,"0.006",".007","-0.4","0",104,"0","0.022",5,"-0.016","0.236","0","0"
"41105","150207","Paul Phillips",32,"COL",15,482,1823,"-0.2","-0.2",821,"0.003",".016","0.3","1.8",562,"0.001",".004","-0.2","0",240,"0","0.016",10,"0.009","0.179","-0.3","0.1"
"976","408211","Kevin Cash",31,"NYY",10,288,1106,"0.3","-0.2",545,"-0.003",".020","-0.2","1.5",362,"0",".005","0","0",149,"-0.001","0.019",5,"-0.010","0.256","0","0"
"386","136664","Michael Barrett",32,"TOR",7,168,667,"-0.4","-0.3",310,"-0.005",".023","-0.2","1.0",197,"0.002",".008","-0.1","0",79,"-0.001","0.018",2,"-0.005","0.386","0","0"
"41674","459323","Kevin Richardson",28,"TEX",4,66,295,"-0.4","-0.4",143,"-0.006",".034","-0.1","0.7",108,"0.009",".009","-0.3","0",47,"0","0.024",2,"-0.002","0.380","0","0"
"41905","276534","Guillermo Rodriguez",31,"BAL",6,69,244,"-0.4","-0.4",115,"-0.019",".041","-0.3","0.7",82,"0.005",".011","-0.1","0",46,"0","0.020",,,,"0","0"
"525","133226","Mike Redmond",38,"MIN",44,1456,5505,"-0.9","-0.4",2483,"-0.001",".010","-0.2","3.4",1539,"0.001",".002","-0.3","0",727,"0.003","0.008",33,"0.008","0.101","0.1","0.2"
"16823","406550","Jamie Burke",37,"WSH",18,563,2166,"-0.7","-0.5",972,"-0.004",".014","-0.6","1.9",651,"-0.001",".003","0.1","0",333,"0","0.010",5,"-0.017","0.252","0","0"
"43032","430965","Chris Snyder",28,"ARI",56,1899,7288,"-0.7","-0.8",3404,"0.004",".008","2.0","3.8",2280,"0.005",".002","-3.0","0",991,"-0.002","0.007",22,"-0.003","0.121","0.2","0"
"31606","435063","Mike Napoli",27,"LAA",96,3326,12760,"-1.4","-0.9",6002,"0",".007","-0.3","6.1",3885,"0.001",".002","-0.7","0",1681,"0.002","0.006",75,"0.010","0.069","0.1","0.3"
"58899","488671","Alex Avila",22,"DET",25,685,2653,"-1.3","-1.1",1285,"-0.005",".012","-0.8","2.1",824,"0.001",".003","-0.2","0",369,"-0.001","0.012",11,"-0.008","0.169","0","0"
"936","150421","Ramon Hernandez",33,"CIN",55,2000,7852,"-0.7","-1.4",3620,"-0.004",".009","-2.1","4.3",2441,"-0.001",".002","0.8","0",1124,"0","0.006",37,"-0.010","0.101","-0.1","0"
"311","150224","Chad Moeller",34,"BAL",30,1083,4153,"-1.5","-1.4",1848,"-0.009",".011","-2.2","2.7",1246,"-0.002",".003","0.8","0",524,"-0.001","0.010",16,"0.002","0.140","0","0.1"
"46802","444430","Wyatt Toregas",26,"CLE",19,690,2606,"-1.3","-1.4",1208,"-0.010",".013","-1.7","2.3",829,"-0.001",".003","0.3","0",365,"0","0.011",9,"-0.001","0.187","0","0.1"
"31574","400154","Dane Sardinha",30,"DET",12,388,1560,"-1.7","-1.5",717,"-0.012",".017","-1.2","1.7",463,"0.003",".004","-0.3","0",214,"0.001","0.017",9,"0.005","0.194","0","0.1"
"45441","435459","George Kottaras",26,"BOS",39,1110,4153,"-2.0","-1.5",1954,"-0.002",".012","-0.5","3.3",1358,"0.003",".003","-1.1","0",606,"0.002","0.011",28,"0.011","0.107","0","0.2"
"46730","489365","Josh Thole",22,"NYM",16,537,1976,"-1.8","-1.6",933,"-0.004",".014","-0.5","1.8",534,"0.007",".004","-1.1","0",289,"0","0.009",5,"-0.014","0.266","0","0"
"52441","446192","Adam Moore",25,"SEA",6,237,905,"-1.8","-1.7",421,"-0.021",".023","-1.2","1.4",239,"0.007",".006","-0.5","0",110,"-0.001","0.016",1,"0.031","0.533","0","0"
"893","134260","Bengie Molina",34,"SF",123,4426,17167,"-2.6","-1.8",8182,"0.002",".006","2.3","7.2",5278,"0.003",".002","-4.0","0",2267,"0.003","0.005",80,"0.010","0.069","-0.1","0.4"
"36880","150089","Michel Hernandez",30,"TB",35,1111,4239,"-2.9","-2.1",1935,"-0.011",".011","-2.9","2.8",1174,"-0.002",".003","0.7","0",544,"-0.001","0.008",16,"-0.004","0.140","0","0"
"46384","453974","Lou Marson",23,"CLE",21,791,3086,"-1.9","-2.2",1586,"-0.015",".012","-3.4","2.7",976,"-0.004",".003","1.2","0",452,"0","0.010",17,"-0.013","0.139","0","0.1"
"497","135783","Ramon Castro",33,"CWS",52,1731,6676,"-3.6","-2.3",2960,"-0.005",".009","-2.2","3.7",1927,"0",".002","-0.1","0",914,"0.001","0.008",35,"0.002","0.098","0","0.2"
"41401","279827","Humberto Quintero",29,"HOU",59,1848,7199,"-1.6","-2.5",3346,"-0.006",".009","-3.0","4.1",2222,"-0.002",".002","1.0","0",951,"-0.001","0.006",16,"-0.007","0.146","-0.5","0"
"52534","452105","John Hester",25,"ARI",8,243,985,"-2.5","-2.6",455,"-0.037",".019","-2.4","1.2",319,"0.002",".006","-0.2","0",138,"-0.001","0.016",5,"-0.019","0.250","0","0"
"45454","458643","Jose Morales",26,"MIN",29,774,2918,"-2.5","-2.6",1329,"-0.007",".013","-1.4","2.3",829,"0.005",".003","-1.2","0",386,"0.001","0.012",18,"-0.006","0.132","0","0.1"
"32395","434633","John Baker",28,"MIA",105,3784,14629,"-4.3","-2.9",6844,"-0.001",".007","-1.1","6.5",4521,"0.002",".002","-1.9","0",2064,"0.001","0.006",78,"0.013","0.070","0.1","0.4"
"34742","433697","Robinzon Diaz",25,"PIT",33,1210,4577,"-4.2","-3.7",2146,"-0.008",".011","-2.4","3.2",1375,"0.003",".003","-1.3","0",577,"0.003","0.009",29,"0.011","0.109","0.1","0.2"
"45467","445169","Landon Powell",27,"OAK",36,1170,4468,"-4.8","-4.1",2026,"-0.013",".011","-3.6","3.1",1222,"0.002",".003","-0.8","0",564,"0.001","0.009",19,"-0.018","0.132","0.2","0.1"
"1501","150229","A.J. Pierzynski",32,"CWS",131,4735,17874,"-6.8","-4.2",8131,"-0.003",".007","-3.2","7.5",5311,"0.001",".001","-1.1","0",2415,"0.005","0.006",102,"0.004","0.060","0.1","0.5"
"1549","400018","Miguel Olivo",30,"KC",103,3668,14183,"-6.9","-4.6",6673,"0",".006","0.3","6.1",4329,"0.003",".002","-3.9","0",1924,"-0.001","0.006",62,"-0.007","0.081","-1.0","0"
"31321","407833","John Buck",28,"KC",46,1629,6423,"-5.6","-5.0",2835,"-0.015",".009","-5.9","3.7",2047,"-0.001",".002","0.7","0",950,"0","0.008",36,"0.006","0.098","0.2","0.1"
"42127","434563","Carlos Ruiz",30,"PHI",107,3788,14718,"-4.8","-5.1",6861,"-0.009",".007","-8.9","6.4",4450,"-0.003",".001","4.2","0",2068,"0.001","0.005",65,"-0.006","0.079","-0.4","0.3"
"40851","425661","Ronny Paulino",28,"MIA",77,2515,9646,"-5.1","-5.5",4399,"-0.007",".008","-4.4","5.1",2891,"0.001",".002","-1.2","0",1270,"0.001","0.007",55,"-0.013","0.080","0","0.3"
"46714","457454","Jarrod Saltalamacchia",24,"TEX",83,3060,11915,"-6.1","-5.5",5604,"-0.008",".008","-6.3","6.0",3356,"-0.001",".002","1.1","0",1614,"0.002","0.006",64,"-0.001","0.077","-0.4","0.3"
"42393","435408","Omir Santos",28,"NYM",91,3018,11396,"-5.6","-5.7",5370,"-0.009",".007","-7.1","5.3",3449,"-0.001",".002","1.4","0",1564,"-0.001","0.005",40,"-0.011","0.095","0","0"
"31976","425769","Eliezer Alfonzo",30,"SD",30,1094,4168,"-4.5","-6.0",1936,"-0.023",".010","-6.2","2.8",1179,"-0.001",".003","0.2","0",513,"0","0.009",19,"-0.007","0.137","0","0.1"
"31446","425542","Koyie Hill",30,"CHC",79,2667,10479,"-6.9","-6.2",4742,"-0.011",".008","-7.1","5.2",3098,"-0.001",".002","0.5","0",1433,"-0.002","0.006",38,"-0.003","0.099","0.4","0"
"47690","460026","Nick Hundley",25,"SD",74,2770,10873,"-6.3","-7.1",4979,"-0.007",".007","-4.9","5.1",3214,"0.001",".002","-1.3","0",1474,"0.001","0.006",49,"0.014","0.080","-0.9","0.3"
"1105","400121","Victor Martinez",30,"BOS",85,3069,11736,"-8.2","-7.4",5553,"-0.014",".007","-10.6","5.2",3498,"-0.003",".002","3.1","0",1590,"0.001","0.006",54,"0.011","0.078","0.1","0.3"
"1291","121358","Ivan Rodriguez",37,"TEX",115,4190,16102,"-3.6","-7.8",7408,"-0.007",".006","-6.8","6.7",4878,"0",".001","-0.6","0",2173,"-0.001","0.004",41,"-0.005","0.091","-0.3","0"
"3927","112223","Raul Chavez",36,"TOR",51,1754,6841,"-6.4","-8.0",3218,"-0.020",".009","-9.1","4.1",2214,"-0.002",".002","1.0","0",964,"0.001","0.007",30,"-0.013","0.113","0.1","0.2"
"47966","452232","Jason Jaramillo",26,"PIT",62,2271,8497,"-9.1","-8.1",3941,"-0.014",".008","-7.8","4.3",2434,"0",".002","-0.1","0",1133,"0.002","0.007",43,"0.002","0.093","-0.2","0.3"
"31726","431159","Kelly Shoppach",29,"CLE",81,2946,11102,"-10.1","-8.2",5139,"-0.009",".008","-6.2","5.6",3284,"0.002",".002","-2.1","0",1586,"0","0.006",48,"0.009","0.081","0","0.3"
"40216","425900","Dioner Navarro",25,"TB",113,3973,15329,"-11.0","-8.5",7294,"-0.007",".007","-7.1","6.8",4514,"0.001",".002","-1.1","0",1934,"0.002","0.005",62,"0.002","0.077","-0.2","0.4"
"1077","408036","Josh Bard",31,"WSH",79,2789,10526,"-10.5","-10.7",4833,"-0.009",".007","-6.2","4.9",3100,"0.005",".002","-4.5","0",1476,"-0.001","0.006",45,"0.004","0.086","0","0.1"
"16616","408042","Gerald Laird",29,"DET",135,4687,18289,"-12.4","-12.7",8417,"-0.010",".006","-12.1","7.7",5481,"0.001",".001","-1.0","0",2478,"-0.002","0.005",66,"-0.033","0.081","0.4","0"
"49076","435559","Kurt Suzuki",25,"OAK",135,5073,19795,"-11.4","-13.1",9328,"-0.012",".006","-15.4","8.2",5900,"-0.001",".001","2.3","0",2633,"-0.001","0.005",76,"0.012","0.071","0","0.2"
"31547","425491","Ryan Doumit",28,"PIT",71,2663,9814,"-13.9","-15.5",4452,"-0.027",".007","-16.9","4.7",2824,"-0.002",".002","1.2","0",1301,"-0.001","0.006",50,"-0.003","0.084","0.2","0"
"47903","453531","Rob Johnson",26,"SEA",80,2826,10800,"-16.6","-16.2",4869,"-0.020",".008","-13.4","5.3",2910,"0.005",".002","-3.9","0",1360,"-0.001","0.006",37,"-0.007","0.095","1.0","0"
"1602","120691","Jorge Posada",37,"NYY",100,3482,13595,"-17.2","-17.6",6588,"-0.016",".007","-14.4","6.7",4201,"0.003",".002","-3.4","0",1920,"0.002","0.006",83,"0.004","0.068","0.1","0.4"
"37606","492706","Kenji Johjima",33,"SEA",70,2530,9876,"-17.4","-18.4",4733,"-0.027",".008","-17.6","5.2",2966,"0.001",".002","-0.7","0",1347,"-0.002","0.006",24,"-0.034","0.131","0","0"
